t,y_ref,y,v,acc,P_pos_sp,P_pos,P_neg_sp,P_neg,F_req,F_each,F_pos,F_neg,F_net
3.32,0.135,0.0795886,0.304169,-0.569041,124.438,127.967,78.2116,74.6833,90.7663,45.3831,52.3109,52.3109,104.622
3.322,0.135,0.0801946,0.302994,-0.587793,124.406,127.907,78.2438,74.7426,90.6395,45.3197,52.1944,52.1944,104.389
3.324,0.135,0.0807982,0.301781,-0.606209,124.375,127.849,78.2749,74.8015,90.5174,45.2587,52.0788,52.0788,104.158
3.326,0.135,0.0813993,0.300533,-0.624289,124.345,127.79,78.3048,74.8599,90.3999,45.2,51.9642,51.9642,103.928
3.328,0.135,0.0819978,0.299249,-0.64203,124.316,127.732,78.3336,74.9178,90.287,45.1435,51.8505,51.8505,103.701
3.33,0.135,0.0825936,0.29793,-0.659431,124.289,127.675,78.3612,74.9751,90.1787,45.0893,51.7378,51.7378,103.476
3.332,0.135,0.0831868,0.296577,-0.67649,124.262,127.618,78.3876,75.032,90.0749,45.0374,51.6261,51.6261,103.252
3.334,0.135,0.0837772,0.29519,-0.693207,124.237,127.562,78.4129,75.0884,89.9755,44.9877,51.5155,51.5155,103.031
3.336,0.135,0.0843647,0.293771,-0.709578,124.213,127.506,78.4371,75.1442,89.8805,44.9403,51.4059,51.4059,102.812
3.338,0.135,0.0849493,0.29232,-0.725605,124.19,127.451,78.4602,75.1994,89.79,44.895,51.2974,51.2974,102.595
3.34,0.135,0.085531,0.290838,-0.741285,124.168,127.396,78.4821,75.2542,89.7037,44.8519,51.19,51.19,102.38
3.342,0.135,0.0861097,0.289324,-0.756618,124.147,127.342,78.503,75.3083,89.6218,44.8109,51.0837,51.0837,102.167
3.344,0.135,0.0866852,0.287781,-0.771604,124.127,127.288,78.5228,75.3619,89.5441,44.7721,50.9785,50.9785,101.957
3.346,0.135,0.0872576,0.286209,-0.786242,124.109,127.235,78.5415,75.4149,89.4706,44.7353,50.8744,50.8744,101.749
3.348,0.135,0.0878269,0.284608,-0.800531,124.091,127.183,78.5591,75.4673,89.4013,44.7006,50.7715,50.7715,101.543
3.35,0.135,0.0883928,0.282979,-0.814472,124.074,127.131,78.5758,75.5191,89.3361,44.668,50.6698,50.6698,101.34
3.352,0.135,0.0889555,0.281322,-0.828064,124.059,127.08,78.5913,75.5703,89.2749,44.6375,50.5693,50.5693,101.139
3.354,0.135,0.0895147,0.27964,-0.841307,124.044,127.029,78.6059,75.6209,89.2178,44.6089,50.4699,50.4699,100.94
3.356,0.135,0.0900706,0.277931,-0.854202,124.031,126.979,78.6194,75.6709,89.1646,44.5823,50.3718,50.3718,100.744
3.358,0.135,0.090623,0.276198,-0.866749,124.018,126.93,78.632,75.7202,89.1153,44.5577,50.2749,50.2749,100.55
3.36,0.135,0.0911719,0.27444,-0.878948,124.006,126.881,78.6435,75.7689,89.0699,44.535,50.1792,50.1792,100.358
3.362,0.135,0.0917172,0.272658,-0.8908,123.996,126.833,78.6541,75.817,89.0284,44.5142,50.0848,50.0848,100.17
3.364,0.135,0.0922589,0.270854,-0.902305,123.986,126.786,78.6637,75.8645,88.9906,44.4953,49.9916,49.9916,99.9833
3.366,0.135,0.092797,0.269027,-0.913465,123.978,126.739,78.6724,75.9113,88.9565,44.4782,49.8998,49.8998,99.7995
3.368,0.135,0.0933313,0.267178,-0.924279,123.97,126.693,78.6802,75.9574,88.9261,44.463,49.8091,49.8091,99.6183
3.37,0.135,0.0938619,0.265309,-0.93475,123.963,126.647,78.687,76.0029,88.8993,44.4496,49.7198,49.7198,99.4396
3.372,0.135,0.0943888,0.263419,-0.944878,123.957,126.602,78.6929,76.0477,88.876,44.438,49.6318,49.6318,99.2636
3.374,0.135,0.0949118,0.26151,-0.954665,123.952,126.558,78.6979,76.0919,88.8563,44.4281,49.5451,49.5451,99.0901
3.376,0.135,0.0954309,0.259582,-0.964111,123.948,126.515,78.7021,76.1354,88.84,44.42,49.4596,49.4596,98.9193
3.378,0.135,0.0959462,0.257635,-0.973218,123.945,126.472,78.7054,76.1782,88.8272,44.4136,49.3755,49.3755,98.7511
3.38,0.135,0.0964576,0.255671,-0.981988,123.942,126.43,78.7078,76.2204,88.8176,44.4088,49.2928,49.2928,98.5855
3.382,0.135,0.0969649,0.25369,-0.990422,123.941,126.388,78.7094,76.2619,88.8114,44.4057,49.2113,49.2113,98.4226
3.384,0.135,0.0974683,0.251693,-0.998523,123.94,126.347,78.7101,76.3027,88.8085,44.4042,49.1312,49.1312,98.2624
3.386,0.135,0.0979677,0.249681,-1.00629,123.94,126.307,78.7101,76.3428,88.8087,44.4043,49.0524,49.0524,98.1048
3.388,0.135,0.098463,0.247653,-1.01373,123.941,126.268,78.7092,76.3823,88.8121,44.406,48.975,48.975,97.9499
3.39,0.135,0.0989542,0.245612,-1.02084,123.942,126.229,78.7076,76.421,88.8185,44.4093,48.8989,48.8989,97.7978
3.392,0.135,0.0994413,0.243556,-1.02762,123.945,126.191,78.7051,76.4591,88.828,44.414,48.8241,48.8241,97.6483
3.394,0.135,0.0999243,0.241488,-1.03408,123.948,126.154,78.702,76.4965,88.8404,44.4202,48.7507,48.7507,97.5015
3.396,0.135,0.100403,0.239408,-1.04022,123.952,126.117,78.6981,76.5332,88.8558,44.4279,48.6787,48.6787,97.3574
3.398,0.135,0.100878,0.237316,-1.04603,123.957,126.081,78.6934,76.5692,88.8741,44.437,48.608,48.608,97.216
3.4,0.135,0.101348,0.235213,-1.05153,123.962,126.046,78.688,76.6045,88.8951,44.4476,48.5386,48.5386,97.0773
3.402,0.135,0.101814,0.233099,-1.05672,123.968,126.011,78.682,76.6391,88.919,44.4595,48.4707,48.4707,96.9413
3.404,0.135,0.102276,0.230976,-1.06159,123.975,125.977,78.6752,76.673,88.9455,44.4727,48.404,48.404,96.8081
3.406,0.135,0.102734,0.228844,-1.06615,123.982,125.944,78.6678,76.7063,88.9746,44.4873,48.3388,48.3388,96.6775
3.408,0.135,0.103187,0.226703,-1.07041,123.99,125.911,78.6597,76.7388,89.0064,44.5032,48.2748,48.2748,96.5497
3.41,0.135,0.103637,0.224554,-1.07436,123.999,125.879,78.651,76.7707,89.0407,44.5204,48.2123,48.2123,96.4245
3.412,0.135,0.104081,0.222398,-1.07801,124.008,125.848,78.6416,76.8019,89.0775,44.5388,48.151,48.151,96.3021
3.414,0.135,0.104522,0.220235,-1.08136,124.018,125.818,78.6316,76.8324,89.1168,44.5584,48.0911,48.0911,96.1823
3.416,0.135,0.104958,0.218067,-1.08442,124.029,125.788,78.621,76.8622,89.1584,44.5792,48.0326,48.0326,96.0652
3.418,0.135,0.10539,0.215892,-1.08718,124.04,125.759,78.6098,76.8913,89.2023,44.6011,47.9754,47.9754,95.9509
3.42,0.135,0.105817,0.213713,-1.08965,124.052,125.73,78.5981,76.9198,89.2485,44.6242,47.9196,47.9196,95.8391
3.422,0.135,0.10624,0.211529,-1.09184,124.064,125.702,78.5857,76.9475,89.2969,44.6485,47.8651,47.8651,95.7301
3.424,0.135,0.106659,0.209342,-1.09374,124.077,125.675,78.5728,76.9746,89.3475,44.6737,47.8119,47.8119,95.6237
3.426,0.135,0.107073,0.207151,-1.09537,124.091,125.649,78.5594,77.001,89.4002,44.7001,47.76,47.76,95.52
3.428,0.135,0.107483,0.204958,-1.09671,124.105,125.623,78.5455,77.0268,89.4549,44.7275,47.7095,47.7095,95.4189
3.43,0.135,0.107889,0.202762,-1.09778,124.119,125.598,78.531,77.0518,89.5117,44.7558,47.6602,47.6602,95.3205
3.432,0.135,0.10829,0.200565,-1.09858,124.134,125.574,78.5161,77.0762,89.5704,44.7852,47.6123,47.6123,95.2246
3.434,0.135,0.108686,0.198367,-1.09912,124.149,125.55,78.5007,77.1,89.631,44.8155,47.5657,47.5657,95.1314
3.436,0.135,0.109079,0.196168,-1.09939,124.165,125.527,78.4848,77.1231,89.6934,44.8467,47.5204,47.5204,95.0408
3.438,0.135,0.109467,0.193969,-1.0994,124.182,125.505,78.4684,77.1455,89.7577,44.8788,47.4764,47.4764,94.9527
3.44,0.135,0.10985,0.191771,-1.09915,124.198,125.483,78.4516,77.1673,89.8237,44.9118,47.4336,47.4336,94.8672
3.442,0.135,0.110229,0.189573,-1.09865,124.216,125.462,78.4344,77.1884,89.8913,44.9457,47.3922,47.3922,94.7843
3.444,0.135,0.110604,0.187378,-1.0979,124.233,125.441,78.4167,77.2088,89.9606,44.9803,47.352,47.352,94.7039
3.446,0.135,0.110975,0.185184,-1.09691,124.251,125.421,78.3987,77.2287,90.0315,45.0158,47.313,47.313,94.626
3.448,0.135,0.111341,0.182992,-1.09567,124.27,125.402,78.3802,77.2479,90.104,45.052,47.2753,47.2753,94.5507
3.45,0.135,0.111702,0.180804,-1.09419,124.289,125.384,78.3614,77.2664,90.1779,45.089,47.2389,47.2389,94.4778
3.452,0.135,0.112059,0.178619,-1.09248,124.308,125.366,78.3422,77.2844,90.2533,45.1266,47.2037,47.2037,94.4074
3.454,0.135,0.112412,0.176438,-1.09053,124.327,125.348,78.3227,77.3017,90.33,45.165,47.1697,47.1697,94.3394
3.456,0.135,0.112761,0.174261,-1.08836,124.347,125.332,78.3028,77.3183,90.4081,45.204,47.137,47.137,94.2739
3.458,0.135,0.113105,0.172089,-1.08597,124.367,125.316,78.2826,77.3344,90.4875,45.2437,47.1054,47.1054,94.2108
3.46,0.135,0.113445,0.169923,-1.08335,124.388,125.3,78.262,77.3499,90.5681,45.284,47.075,47.075,94.1501
3.462,0.135,0.11378,0.167762,-1.08052,124.409,125.285,78.2412,77.3647,90.6499,45.3249,47.0459,47.0459,94.0917
3.464,0.135,0.114112,0.165607,-1.07747,124.43,125.271,78.2201,77.379,90.7329,45.3664,47.0179,47.0179,94.0358
3.466,0.135,0.114438,0.163458,-1.07421,124.451,125.257,78.1987,77.3926,90.8169,45.4085,46.9911,46.9911,93.9821
3.468,0.135,0.114761,0.161317,-1.07075,124.473,125.244,78.177,77.4057,90.902,45.451,46.9654,46.9654,93.9308
3.47,0.135,0.115079,0.159183,-1.06709,124.495,125.232,78.1551,77.4182,90.9881,45.4941,46.9409,46.9409,93.8817
3.472,0.135,0.115394,0.157056,-1.06323,124.517,125.22,78.1329,77.4301,91.0752,45.5376,46.9175,46.9175,93.835
3.474,0.135,0.115703,0.154938,-1.05918,124.54,125.209,78.1105,77.4415,91.1632,45.5816,46.8952,46.8952,93.7904
3.476,0.135,0.116009,0.152828,-1.05494,124.562,125.198,78.0879,77.4522,91.252,45.626,46.8741,46.8741,93.7481
3.478,0.135,0.116311,0.150727,-1.05051,124.585,125.188,78.065,77.4624,91.3417,45.6708,46.854,46.854,93.708
3.48,0.135,0.116608,0.148635,-1.0459,124.608,125.178,78.042,77.4721,91.4321,45.7161,46.835,46.835,93.6701
3.482,0.135,0.116901,0.146553,-1.04111,124.631,125.169,78.0188,77.4812,91.5233,45.7617,46.8172,46.8172,93.6343
3.484,0.135,0.11719,0.144481,-1.03615,124.655,125.16,77.9954,77.4898,91.6152,45.8076,46.8003,46.8003,93.6007
3.486,0.135,0.117475,0.142418,-1.03101,124.678,125.152,77.9718,77.4978,91.7078,45.8539,46.7846,46.7846,93.5691
3.488,0.135,0.117755,0.140367,-1.02571,124.702,125.145,77.9481,77.5053,91.8009,45.9005,46.7698,46.7698,93.5396
3.49,0.135,0.118032,0.138327,-1.02025,124.726,125.138,77.9242,77.5123,91.8946,45.9473,46.7561,46.7561,93.5122
3.492,0.135,0.118305,0.136297,-1.01462,124.75,125.131,77.9002,77.5188,91.9889,45.9944,46.7434,46.7434,93.4868
3.494,0.135,0.118573,0.13428,-1.00884,124.774,125.125,77.8761,77.5247,92.0836,46.0418,46.7317,46.7317,93.4634
3.496,0.135,0.118838,0.132274,-1.00292,124.798,125.12,77.8519,77.5302,92.1787,46.0894,46.721,46.721,93.442
3.498,0.135,0.119098,0.13028,-0.996838,124.822,125.115,77.8275,77.5351,92.2743,46.1372,46.7113,46.7113,93.4226
3.5,0.135,0.119355,0.128299,-0.990617,124.847,125.11,77.8031,77.5396,92.3702,46.1851,46.7025,46.7025,93.405
3.502,0.135,0.119608,0.12633,-0.984257,124.871,125.106,77.7786,77.5436,92.4665,46.2333,46.6947,46.6947,93.3894
3.504,0.135,0.119856,0.124375,-0.97776,124.896,125.103,77.754,77.5471,92.5631,46.2815,46.6878,46.6878,93.3756
3.506,0.135,0.120101,0.122433,-0.971131,124.921,125.1,77.7294,77.5501,92.6599,46.3299,46.6818,46.6818,93.3637
3.508,0.135,0.120342,0.120504,-0.964373,124.945,125.097,77.7046,77.5527,92.7569,46.3785,46.6768,46.6768,93.3536
3.51,0.135,0.120579,0.118589,-0.95749,124.97,125.095,77.6799,77.5548,92.8541,46.4271,46.6726,46.6726,93.3453
3.512,0.135,0.120813,0.116688,-0.950487,124.995,125.094,77.6551,77.5565,92.9515,46.4757,46.6693,46.6693,93.3387
3.514,0.135,0.121042,0.114801,-0.943366,125.02,125.092,77.6303,77.5577,93.0489,46.5245,46.6669,46.6669,93.3339
3.516,0.135,0.121268,0.112929,-0.936131,125.045,125.091,77.6055,77.5585,93.1464,46.5732,46.6654,46.6654,93.3307
3.518,0.135,0.12149,0.111071,-0.928787,125.069,125.091,77.5806,77.5589,93.244,46.622,46.6646,46.6646,93.3293
3.52,0.135,0.121709,0.109229,-0.921336,125.094,125.091,77.5558,77.5588,93.3416,46.6708,46.6647,46.6647,93.3295
3.522,0.135,0.121924,0.107401,-0.913782,125.119,125.092,77.5309,77.5584,93.4391,46.7196,46.6657,46.6657,93.3313
3.524,0.135,0.122135,0.105589,-0.90613,125.144,125.092,77.5061,77.5575,93.5366,46.7683,46.6674,46.6674,93.3347
3.526,0.135,0.122342,0.103792,-0.898382,125.169,125.094,77.4813,77.5562,93.634,46.817,46.6699,46.6699,93.3397
3.528,0.135,0.122546,0.102011,-0.890542,125.193,125.095,77.4565,77.5546,93.7313,46.8657,46.6731,46.6731,93.3463
3.53,0.135,0.122747,0.100246,-0.882615,125.218,125.097,77.4318,77.5525,93.8284,46.9142,46.6771,46.6771,93.3543
3.532,0.135,0.122944,0.0984966,-0.874602,125.243,125.1,77.4071,77.5501,93.9254,46.9627,46.6819,46.6819,93.3638
3.534,0.135,0.123137,0.0967636,-0.866508,125.268,125.103,77.3825,77.5473,94.0221,47.011,46.6874,46.6874,93.3748
3.536,0.135,0.123328,0.0950469,-0.858336,125.292,125.106,77.3579,77.5441,94.1186,47.0593,46.6936,46.6936,93.3872
3.538,0.135,0.123514,0.0933467,-0.85009,125.317,125.109,77.3334,77.5406,94.2148,47.1074,46.7005,46.7005,93.401
3.54,0.135,0.123698,0.0916632,-0.841773,125.341,125.113,77.309,77.5368,94.3107,47.1554,46.7081,46.7081,93.4161
3.542,0.135,0.123878,0.0899964,-0.833389,125.365,125.117,77.2846,77.5326,94.4063,47.2031,46.7163,46.7163,93.4326
3.544,0.135,0.124054,0.0883465,-0.82494,125.39,125.122,77.2604,77.528,94.5015,47.2508,46.7252,46.7252,93.4505
3.546,0.135,0.124228,0.0867136,-0.816431,125.414,125.127,77.2362,77.5232,94.5964,47.2982,46.7348,46.7348,93.4696
3.548,0.135,0.124398,0.0850979,-0.807864,125.438,125.132,77.2122,77.518,94.6908,47.3454,46.745,46.745,93.4899
3.55,0.135,0.124565,0.0834994,-0.799243,125.462,125.138,77.1882,77.5125,94.7849,47.3924,46.7557,46.7557,93.5115
3.552,0.135,0.124729,0.0819183,-0.79057,125.486,125.143,77.1644,77.5067,94.8784,47.4392,46.7671,46.7671,93.5343
3.554,0.135,0.124889,0.0803546,-0.78185,125.509,125.149,77.1407,77.5006,94.9715,47.4858,46.7791,46.7791,93.5582
3.556,0.135,0.125047,0.0788084,-0.773086,125.533,125.156,77.1171,77.4942,95.0641,47.5321,46.7917,46.7917,93.5833
3.558,0.135,0.125202,0.0772798,-0.76428,125.556,125.162,77.0937,77.4875,95.1562,47.5781,46.8048,46.8048,93.6095
3.56,0.135,0.125353,0.075769,-0.755435,125.58,125.169,77.0704,77.4806,95.2477,47.6239,46.8184,46.8184,93.6368
3.562,0.135,0.125502,0.0742759,-0.746555,125.603,125.177,77.0472,77.4734,95.3387,47.6693,46.8326,46.8326,93.6652
3.564,0.135,0.125647,0.0728006,-0.737643,125.626,125.184,77.0242,77.4659,95.429,47.7145,46.8473,46.8473,93.6946
3.566,0.135,0.12579,0.0713432,-0.728702,125.649,125.192,77.0013,77.4581,95.5188,47.7594,46.8625,46.8625,93.725
3.568,0.135,0.12593,0.0699037,-0.719734,125.671,125.2,76.9786,77.4501,95.6079,47.804,46.8782,46.8782,93.7564
3.57,0.135,0.126067,0.0684822,-0.710743,125.694,125.208,76.9561,77.4419,95.6964,47.8482,46.8944,46.8944,93.7887
3.572,0.135,0.126201,0.0670788,-0.701731,125.716,125.217,76.9338,77.4334,95.7842,47.8921,46.911,46.911,93.822
3.574,0.135,0.126332,0.0656934,-0.692702,125.738,125.225,76.9116,77.4247,95.8713,47.9357,46.9281,46.9281,93.8561
3.576,0.135,0.126461,0.064326,-0.683657,125.76,125.234,76.8896,77.4158,95.9577,47.9789,46.9456,46.9456,93.8912
3.578,0.135,0.126587,0.0629768,-0.674601,125.782,125.243,76.8677,77.4067,96.0434,48.0217,46.9635,46.9635,93.927
3.58,0.135,0.12671,0.0616458,-0.665535,125.804,125.253,76.8461,77.3973,96.1284,48.0642,46.9819,46.9819,93.9637
3.582,0.135,0.126831,0.0603328,-0.656463,125.825,125.262,76.8247,77.3878,96.2126,48.1063,47.0006,47.0006,94.0012
3.584,0.135,0.126949,0.0590381,-0.647386,125.847,125.272,76.8034,77.3781,96.296,48.148,47.0197,47.0197,94.0395
3.586,0.135,0.127064,0.0577615,-0.638309,125.868,125.282,76.7824,77.3681,96.3787,48.1893,47.0392,47.0392,94.0784
3.588,0.135,0.127177,0.056503,-0.629232,125.888,125.292,76.7615,77.358,96.4605,48.2303,47.0591,47.0591,94.1181
3.59,0.135,0.127288,0.0552627,-0.620159,125.909,125.302,76.7409,77.3477,96.5416,48.2708,47.0793,47.0793,94.1585
3.592,0.135,0.127396,0.0540405,-0.611092,125.93,125.313,76.7205,77.3373,96.6218,48.3109,47.0998,47.0998,94.1996
3.594,0.135,0.127502,0.0528364,-0.602034,125.95,125.323,76.7003,77.3267,96.7011,48.3506,47.1206,47.1206,94.2413
3.596,0.135,0.127605,0.0516504,-0.592987,125.97,125.334,76.6803,77.3159,96.7797,48.3898,47.1418,47.1418,94.2836
3.598,0.135,0.127706,0.0504825,-0.583954,125.99,125.345,76.6605,77.305,96.8573,48.4287,47.1632,47.1632,94.3265
3.6,0.135,0.127805,0.0493327,-0.574936,126.009,125.356,76.6409,77.2939,96.9341,48.467,47.185,47.185,94.3699
3.602,0.135,0.127901,0.0482008,-0.565937,126.028,125.367,76.6216,77.2827,97.01,48.505,47.207,47.207,94.4139
3.604,0.135,0.127995,0.0470869,-0.556958,126.047,125.379,76.6025,77.2714,97.0849,48.5425,47.2292,47.2292,94.4585
3.606,0.135,0.128087,0.0459909,-0.548001,126.066,125.39,76.5837,77.2599,97.159,48.5795,47.2517,47.2517,94.5035
3.608,0.135,0.128177,0.0449127,-0.539069,126.085,125.402,76.565,77.2483,97.2322,48.6161,47.2745,47.2745,94.5489
3.61,0.135,0.128265,0.0438524,-0.530164,126.103,125.413,76.5466,77.2366,97.3044,48.6522,47.2974,47.2974,94.5949
3.612,0.135,0.12835,0.0428098,-0.521288,126.122,125.425,76.5285,77.2248,97.3757,48.6878,47.3206,47.3206,94.6412
3.614,0.135,0.128434,0.0417849,-0.512443,126.139,125.437,76.5106,77.2129,97.446,48.723,47.344,47.344,94.688
3.616,0.135,0.128516,0.0407777,-0.503631,126.157,125.449,76.4929,77.2009,97.5154,48.7577,47.3675,47.3675,94.7351
3.618,0.135,0.128595,0.039788,-0.494854,126.175,125.461,76.4755,77.1888,97.5838,48.7919,47.3913,47.3913,94.7826
3.62,0.135,0.128673,0.0388157,-0.486114,126.192,125.473,76.4583,77.1766,97.6513,48.8256,47.4152,47.4152,94.8304
3.622,0.135,0.128748,0.0378609,-0.477413,126.209,125.486,76.4414,77.1644,97.7178,48.8589,47.4392,47.4392,94.8785
3.624,0.135,0.128822,0.0369234,-0.468752,126.225,125.498,76.4247,77.1521,97.7833,48.8916,47.4635,47.4635,94.9269
3.626,0.135,0.128894,0.0360031,-0.460134,126.242,125.51,76.4083,77.1397,97.8478,48.9239,47.4878,47.4878,94.9756
3.628,0.135,0.128965,0.0351,-0.45156,126.258,125.523,76.3921,77.1272,97.9113,48.9557,47.5123,47.5123,95.0245
3.63,0.135,0.129033,0.034214,-0.443032,126.274,125.535,76.3762,77.1147,97.9739,48.9869,47.5368,47.5368,95.0737
3.632,0.135,0.1291,0.0333449,-0.434552,126.29,125.548,76.3605,77.1021,98.0354,49.0177,47.5615,47.5615,95.123
3.634,0.135,0.129165,0.0324926,-0.426121,126.305,125.561,76.3451,77.0895,98.0959,49.048,47.5863,47.5863,95.1726
3.636,0.135,0.129228,0.0316571,-0.41774,126.32,125.573,76.3299,77.0768,98.1555,49.0777,47.6112,47.6112,95.2223
3.638,0.135,0.12929,0.0308383,-0.409412,126.335,125.586,76.315,77.0641,98.214,49.107,47.6361,47.6361,95.2722
3.64,0.135,0.12935,0.030036,-0.401138,126.35,125.599,76.3004,77.0514,98.2715,49.1357,47.6611,47.6611,95.3222
3.642,0.135,0.129408,0.0292502,-0.392919,126.364,125.611,76.286,77.0387,98.3279,49.164,47.6861,47.6861,95.3722
3.644,0.135,0.129465,0.0284807,-0.384757,126.378,125.624,76.2719,77.0259,98.3834,49.1917,47.7112,47.7112,95.4224
3.646,0.135,0.129521,0.0277274,-0.376653,126.392,125.637,76.258,77.0131,98.4379,49.2189,47.7363,47.7363,95.4727
3.648,0.135,0.129575,0.0269902,-0.368609,126.406,125.65,76.2444,77.0003,98.4913,49.2456,47.7615,47.7615,95.523
3.65,0.135,0.129627,0.0262689,-0.360626,126.419,125.663,76.2311,76.9874,98.5437,49.2718,47.7867,47.7867,95.5733
3.652,0.135,0.129678,0.0255635,-0.352705,126.432,125.675,76.218,76.9746,98.5951,49.2975,47.8119,47.8119,95.6237
3.654,0.135,0.129728,0.0248738,-0.344847,126.445,125.688,76.2052,76.9618,98.6454,49.3227,47.837,47.837,95.6741
3.656,0.135,0.129776,0.0241997,-0.337054,126.457,125.701,76.1926,76.949,98.6947,49.3474,47.8622,47.8622,95.7244
3.658,0.135,0.129823,0.023541,-0.329326,126.47,125.714,76.1803,76.9362,98.7431,49.3715,47.8874,47.8874,95.7747
3.66,0.135,0.129869,0.0228977,-0.321666,126.482,125.727,76.1682,76.9234,98.7903,49.3952,47.9125,47.9125,95.825
3.662,0.135,0.129914,0.0222696,-0.314073,126.494,125.739,76.1565,76.9106,98.8366,49.4183,47.9376,47.9376,95.8752
3.664,0.135,0.129957,0.0216565,-0.306549,126.505,125.752,76.1449,76.8978,98.8819,49.4409,47.9626,47.9626,95.9253
3.666,0.135,0.129999,0.0210583,-0.299095,126.516,125.765,76.1337,76.8851,98.9261,49.4631,47.9877,47.9877,95.9753
3.668,0.135,0.13004,0.0204749,-0.291713,126.527,125.778,76.1227,76.8724,98.9693,49.4847,48.0126,48.0126,96.0252
3.67,0.135,0.13008,0.019906,-0.284402,126.538,125.79,76.1119,76.8597,99.0115,49.5058,48.0375,48.0375,96.075
3.672,0.135,0.130119,0.0193517,-0.277163,126.549,125.803,76.1014,76.8471,99.0527,49.5264,48.0623,48.0623,96.1246
3.674,0.135,0.130156,0.0188117,-0.269999,126.559,125.816,76.0912,76.8345,99.0929,49.5465,48.087,48.087,96.1741
3.676,0.135,0.130193,0.0182859,-0.262909,126.569,125.828,76.0812,76.8219,99.1321,49.5661,48.1117,48.1117,96.2234
3.678,0.135,0.130228,0.0177741,-0.255894,126.579,125.841,76.0715,76.8094,99.1703,49.5852,48.1362,48.1362,96.2725
3.68,0.135,0.130263,0.0172762,-0.248955,126.588,125.853,76.062,76.797,99.2075,49.6038,48.1607,48.1607,96.3214
3.682,0.135,0.130297,0.016792,-0.242093,126.597,125.865,76.0528,76.7846,99.2437,49.6219,48.1851,48.1851,96.3701
3.684,0.135,0.130329,0.0163214,-0.235308,126.606,125.878,76.0438,76.7722,99.279,49.6395,48.2093,48.2093,96.4186
3.686,0.135,0.130361,0.0158642,-0.228601,126.615,125.89,76.0351,76.7599,99.3132,49.6566,48.2334,48.2334,96.4668
3.688,0.135,0.130392,0.0154203,-0.221973,126.623,125.902,76.0266,76.7477,99.3465,49.6732,48.2574,48.2574,96.5148
3.69,0.135,0.130422,0.0149894,-0.215424,126.632,125.914,76.0184,76.7355,99.3787,49.6894,48.2813,48.2813,96.5626
3.692,0.135,0.130451,0.0145715,-0.208955,126.64,125.927,76.0104,76.7235,99.4101,49.705,48.305,48.305,96.61
3.694,0.135,0.130479,0.0141664,-0.202566,126.647,125.939,76.0027,76.7114,99.4404,49.7202,48.3286,48.3286,96.6572
3.696,0.135,0.130507,0.0137739,-0.196258,126.655,125.95,75.9952,76.6995,99.4698,49.7349,48.352,48.352,96.7041
3.698,0.135,0.130534,0.0133938,-0.190031,126.662,125.962,75.988,76.6877,99.4983,49.7491,48.3753,48.3753,96.7506
3.7,0.135,0.13056,0.013026,-0.183885,126.669,125.974,75.981,76.6759,99.5258,49.7629,48.3984,48.3984,96.7969
3.702,0.135,0.130585,0.0126704,-0.177822,126.676,125.986,75.9742,76.6642,99.5524,49.7762,48.4214,48.4214,96.8428
3.704,0.135,0.13061,0.0123267,-0.17184,126.682,125.997,75.9677,76.6526,99.578,49.789,48.4442,48.4442,96.8884
3.706,0.135,0.130634,0.0119948,-0.165942,126.689,126.009,75.9614,76.641,99.6028,49.8014,48.4668,48.4668,96.9336
3.708,0.135,0.130657,0.0116746,-0.160126,126.695,126.02,75.9553,76.6296,99.6266,49.8133,48.4893,48.4893,96.9785
