t,y_ref,y,v,acc,P_pos_sp,P_pos,P_neg_sp,P_neg,F_req,F_each,F_pos,F_neg,F_net
14.164,0.135,0.135252,0.0106251,-0.0458875,126.214,126.298,76.4363,76.3517,97.7379,48.8689,49.0349,49.0349,98.0698
14.166,0.135,0.135273,0.010533,-0.0460726,126.214,126.297,76.4361,76.3531,97.7385,48.8693,49.0321,49.0321,98.0643
14.168,0.135,0.135294,0.0104405,-0.0462456,126.214,126.295,76.4359,76.3545,97.7393,48.8697,49.0294,49.0294,98.0589
14.17,0.135,0.135315,0.0103476,-0.0464068,126.214,126.294,76.4357,76.3559,97.7402,48.8701,49.0268,49.0268,98.0536
14.172,0.135,0.135335,0.0102545,-0.0465561,126.215,126.293,76.4354,76.3572,97.7412,48.8706,49.0242,49.0242,98.0483
14.174,0.135,0.135356,0.0101611,-0.0466938,126.215,126.292,76.4351,76.3585,97.7423,48.8711,49.0216,49.0216,98.0432
14.176,0.135,0.135376,0.0100675,-0.0468199,126.215,126.29,76.4348,76.3598,97.7435,48.8717,49.0191,49.0191,98.0382
14.178,0.135,0.135396,0.00997364,-0.0469345,126.215,126.289,76.4345,76.361,97.7447,48.8724,49.0167,49.0167,98.0334
14.18,0.135,0.135415,0.00987956,-0.0470377,126.216,126.288,76.4342,76.3622,97.7461,48.8731,49.0143,49.0143,98.0286
14.182,0.135,0.135435,0.00978531,-0.0471297,126.216,126.287,76.4338,76.3634,97.7476,48.8738,49.0119,49.0119,98.0239
14.184,0.135,0.135454,0.00969088,-0.0472105,126.217,126.285,76.4334,76.3646,97.7492,48.8746,49.0097,49.0097,98.0193
14.186,0.135,0.135474,0.00959632,-0.0472802,126.217,126.284,76.4329,76.3657,97.7509,48.8754,49.0074,49.0074,98.0148
14.188,0.135,0.135493,0.00950165,-0.047339,126.217,126.283,76.4325,76.3668,97.7526,48.8763,49.0052,49.0052,98.0105
14.19,0.135,0.135511,0.00940687,-0.0473869,126.218,126.282,76.432,76.3679,97.7545,48.8772,49.0031,49.0031,98.0062
14.192,0.135,0.13553,0.00931202,-0.0474242,126.218,126.281,76.4315,76.369,97.7564,48.8782,49.001,49.001,98.002
14.194,0.135,0.135548,0.00921712,-0.0474509,126.219,126.28,76.431,76.37,97.7584,48.8792,48.999,48.999,97.998
14.196,0.135,0.135567,0.00912219,-0.0474671,126.22,126.279,76.4305,76.371,97.7605,48.8802,48.997,48.997,97.994
14.198,0.135,0.135585,0.00902724,-0.0474729,126.22,126.278,76.4299,76.372,97.7627,48.8813,48.9951,48.9951,97.9902
14.2,0.135,0.135603,0.00893231,-0.0474686,126.221,126.277,76.4294,76.373,97.7649,48.8824,48.9932,48.9932,97.9864
14.202,0.135,0.13562,0.0088374,-0.0474542,126.221,126.276,76.4288,76.3739,97.7672,48.8836,48.9914,48.9914,97.9828
14.204,0.135,0.135638,0.00874254,-0.0474298,126.222,126.275,76.4282,76.3748,97.7696,48.8848,48.9896,48.9896,97.9792
14.206,0.135,0.135655,0.00864775,-0.0473956,126.222,126.274,76.4275,76.3757,97.7721,48.886,48.9879,48.9879,97.9757
14.208,0.135,0.135672,0.00855304,-0.0473517,126.223,126.273,76.4269,76.3765,97.7746,48.8873,48.9862,48.9862,97.9724
14.21,0.135,0.135689,0.00845845,-0.0472982,126.224,126.273,76.4262,76.3774,97.7772,48.8886,48.9846,48.9846,97.9691
14.212,0.135,0.135706,0.00836398,-0.0472353,126.224,126.272,76.4256,76.3782,97.7798,48.8899,48.983,48.983,97.966
14.214,0.135,0.135722,0.00826965,-0.0471631,126.225,126.271,76.4249,76.3789,97.7826,48.8913,48.9815,48.9815,97.9629
14.216,0.135,0.135739,0.00817549,-0.0470818,126.226,126.27,76.4242,76.3797,97.7853,48.8927,48.98,48.98,97.96
14.218,0.135,0.135755,0.0080815,-0.0469914,126.227,126.27,76.4234,76.3804,97.7882,48.8941,48.9786,48.9786,97.9571
14.22,0.135,0.135771,0.00798772,-0.0468922,126.227,126.269,76.4227,76.3811,97.7911,48.8955,48.9772,48.9772,97.9543
14.222,0.135,0.135787,0.00789415,-0.0467843,126.228,126.268,76.422,76.3818,97.794,48.897,48.9758,48.9758,97.9517
14.224,0.135,0.135802,0.00780081,-0.0466677,126.229,126.268,76.4212,76.3825,97.797,48.8985,48.9745,48.9745,97.9491
14.226,0.135,0.135818,0.00770773,-0.0465427,126.23,126.267,76.4204,76.3831,97.8001,48.9,48.9733,48.9733,97.9466
14.228,0.135,0.135833,0.00761491,-0.0464094,126.23,126.266,76.4196,76.3837,97.8032,48.9016,48.9721,48.9721,97.9442
14.23,0.135,0.135848,0.00752237,-0.0462679,126.231,126.266,76.4188,76.3843,97.8063,48.9032,48.971,48.971,97.9419
14.232,0.135,0.135863,0.00743014,-0.0461184,126.232,126.265,76.418,76.3849,97.8095,48.9048,48.9699,48.9699,97.9397
14.234,0.135,0.135877,0.00733822,-0.0459611,126.233,126.265,76.4172,76.3854,97.8128,48.9064,48.9688,48.9688,97.9376
14.236,0.135,0.135892,0.00724662,-0.045796,126.234,126.264,76.4163,76.3859,97.816,48.908,48.9678,48.9678,97.9356
14.238,0.135,0.135906,0.00715538,-0.0456233,126.234,126.264,76.4155,76.3864,97.8194,48.9097,48.9668,48.9668,97.9336
14.24,0.135,0.13592,0.00706449,-0.0454432,126.235,126.263,76.4147,76.3869,97.8227,48.9114,48.9659,48.9659,97.9318
14.242,0.135,0.135934,0.00697398,-0.0452558,126.236,126.263,76.4138,76.3873,97.8261,48.9131,48.965,48.965,97.93
14.244,0.135,0.135948,0.00688386,-0.0450612,126.237,126.262,76.4129,76.3878,97.8295,48.9148,48.9642,48.9642,97.9283
14.246,0.135,0.135962,0.00679414,-0.0448596,126.238,126.262,76.412,76.3882,97.833,48.9165,48.9634,48.9634,97.9268
14.248,0.135,0.135975,0.00670484,-0.0446512,126.239,126.261,76.4111,76.3885,97.8365,48.9182,48.9626,48.9626,97.9253
14.25,0.135,0.135988,0.00661596,-0.0444361,126.24,126.261,76.4103,76.3889,97.84,48.92,48.9619,48.9619,97.9238
14.252,0.135,0.136001,0.00652753,-0.0442145,126.241,126.261,76.4093,76.3892,97.8435,48.9218,48.9612,48.9612,97.9225
14.254,0.135,0.136014,0.00643956,-0.0439864,126.242,126.26,76.4084,76.3896,97.8471,48.9236,48.9606,48.9606,97.9212
14.256,0.135,0.136027,0.00635206,-0.043752,126.242,126.26,76.4075,76.3899,97.8507,48.9254,48.96,48.96,97.9201
14.258,0.135,0.13604,0.00626503,-0.0435116,126.243,126.26,76.4066,76.3901,97.8543,48.9272,48.9595,48.9595,97.919
14.26,0.135,0.136052,0.0061785,-0.0432652,126.244,126.26,76.4057,76.3904,97.858,48.929,48.959,48.959,97.9179
14.262,0.135,0.136064,0.00609248,-0.0430129,126.245,126.259,76.4047,76.3906,97.8616,48.9308,48.9585,48.9585,97.917
14.264,0.135,0.136076,0.00600697,-0.042755,126.246,126.259,76.4038,76.3909,97.8653,48.9326,48.9581,48.9581,97.9161
14.266,0.135,0.136088,0.00592198,-0.0424916,126.247,126.259,76.4029,76.3911,97.869,48.9345,48.9577,48.9577,97.9154
14.268,0.135,0.1361,0.00583754,-0.0422228,126.248,126.259,76.4019,76.3912,97.8727,48.9363,48.9573,48.9573,97.9147
14.27,0.135,0.136111,0.00575364,-0.0419487,126.249,126.259,76.401,76.3914,97.8764,48.9382,48.957,48.957,97.914
14.272,0.135,0.136122,0.0056703,-0.0416696,126.25,126.258,76.4,76.3915,97.8801,48.9401,48.9567,48.9567,97.9134
14.274,0.135,0.136134,0.00558753,-0.0413855,126.251,126.258,76.3991,76.3917,97.8839,48.9419,48.9565,48.9565,97.913
14.276,0.135,0.136145,0.00550534,-0.0410966,126.252,126.258,76.3981,76.3918,97.8876,48.9438,48.9563,48.9563,97.9125
14.278,0.135,0.136155,0.00542373,-0.0408031,126.253,126.258,76.3972,76.3919,97.8914,48.9457,48.9561,48.9561,97.9122
14.28,0.135,0.136166,0.00534272,-0.0405051,126.254,126.258,76.3962,76.3919,97.8952,48.9476,48.9559,48.9559,97.9119
14.282,0.135,0.136177,0.00526232,-0.0402027,126.255,126.258,76.3952,76.392,97.8989,48.9495,48.9558,48.9558,97.9117
14.284,0.135,0.136187,0.00518252,-0.039896,126.256,126.258,76.3943,76.392,97.9027,48.9513,48.9558,48.9558,97.9115
14.286,0.135,0.136197,0.00510335,-0.0395853,126.257,126.258,76.3933,76.3921,97.9065,48.9532,48.9557,48.9557,97.9114
14.288,0.135,0.136207,0.00502481,-0.0392706,126.258,126.258,76.3924,76.3921,97.9102,48.9551,48.9557,48.9557,97.9114
14.29,0.135,0.136217,0.00494691,-0.0389521,126.259,126.258,76.3914,76.392,97.914,48.957,48.9557,48.9557,97.9115
14.292,0.135,0.136227,0.00486965,-0.03863,126.26,126.258,76.3904,76.392,97.9178,48.9589,48.9558,48.9558,97.9116
14.294,0.135,0.136237,0.00479304,-0.0383043,126.261,126.258,76.3895,76.392,97.9216,48.9608,48.9559,48.9559,97.9117
14.296,0.135,0.136246,0.00471709,-0.0379752,126.261,126.258,76.3885,76.3919,97.9253,48.9627,48.956,48.956,97.912
14.298,0.135,0.136255,0.0046418,-0.0376429,126.262,126.258,76.3876,76.3918,97.9291,48.9645,48.9561,48.9561,97.9123
14.3,0.135,0.136264,0.00456719,-0.0373075,126.263,126.258,76.3866,76.3918,97.9328,48.9664,48.9563,48.9563,97.9126
14.302,0.135,0.136273,0.00449325,-0.036969,126.264,126.258,76.3857,76.3917,97.9366,48.9683,48.9565,48.9565,97.913
14.304,0.135,0.136282,0.00441999,-0.0366277,126.265,126.258,76.3847,76.3915,97.9403,48.9702,48.9567,48.9567,97.9135
14.306,0.135,0.136291,0.00434743,-0.0362837,126.266,126.259,76.3838,76.3914,97.944,48.972,48.957,48.957,97.914
14.308,0.135,0.136299,0.00427555,-0.0359372,126.267,126.259,76.3828,76.3913,97.9478,48.9739,48.9573,48.9573,97.9145
14.31,0.135,0.136308,0.00420438,-0.0355881,126.268,126.259,76.3819,76.3911,97.9515,48.9757,48.9576,48.9576,97.9151
14.312,0.135,0.136316,0.0041339,-0.0352367,126.269,126.259,76.3809,76.3909,97.9551,48.9776,48.9579,48.9579,97.9158
14.314,0.135,0.136324,0.00406414,-0.0348831,126.27,126.259,76.38,76.3908,97.9588,48.9794,48.9583,48.9583,97.9165
14.316,0.135,0.136332,0.00399508,-0.0345275,126.271,126.259,76.3791,76.3906,97.9625,48.9812,48.9586,48.9586,97.9173
14.318,0.135,0.13634,0.00392674,-0.0341699,126.272,126.26,76.3781,76.3904,97.9661,48.9831,48.9591,48.9591,97.9181
14.32,0.135,0.136348,0.00385912,-0.0338105,126.273,126.26,76.3772,76.3901,97.9697,48.9849,48.9595,48.9595,97.919
14.322,0.135,0.136355,0.00379222,-0.0334493,126.274,126.26,76.3763,76.3899,97.9734,48.9867,48.9599,48.9599,97.9199
14.324,0.135,0.136363,0.00372605,-0.0330866,126.275,126.26,76.3754,76.3897,97.9769,48.9885,48.9604,48.9604,97.9208
14.326,0.135,0.13637,0.0036606,-0.0327224,126.276,126.261,76.3745,76.3894,97.9805,48.9903,48.9609,48.9609,97.9218
14.328,0.135,0.136377,0.00359589,-0.0323569,126.276,126.261,76.3736,76.3891,97.9841,48.992,48.9614,48.9614,97.9229
14.33,0.135,0.136384,0.00353191,-0.0319902,126.277,126.261,76.3727,76.3889,97.9876,48.9938,48.962,48.962,97.9239
14.332,0.135,0.136391,0.00346867,-0.0316223,126.278,126.261,76.3718,76.3886,97.9911,48.9955,48.9625,48.9625,97.9251
14.334,0.135,0.136398,0.00340616,-0.0312535,126.279,126.262,76.3709,76.3883,97.9946,48.9973,48.9631,48.9631,97.9262
14.336,0.135,0.136405,0.00334439,-0.0308838,126.28,126.262,76.37,76.388,97.998,48.999,48.9637,48.9637,97.9274
14.338,0.135,0.136411,0.00328336,-0.0305133,126.281,126.262,76.3691,76.3877,98.0015,49.0007,48.9643,48.9643,97.9286
14.34,0.135,0.136418,0.00322308,-0.0301422,126.282,126.263,76.3683,76.3874,98.0049,49.0024,48.965,48.965,97.9299
14.342,0.135,0.136424,0.00316354,-0.0297705,126.283,126.263,76.3674,76.387,98.0082,49.0041,48.9656,48.9656,97.9312
14.344,0.135,0.13643,0.00310474,-0.0293984,126.283,126.263,76.3666,76.3867,98.0116,49.0058,48.9663,48.9663,97.9326
14.346,0.135,0.136436,0.00304669,-0.0290259,126.284,126.264,76.3657,76.3863,98.0149,49.0075,48.967,48.967,97.9339
14.348,0.135,0.136442,0.00298938,-0.0286532,126.285,126.264,76.3649,76.386,98.0182,49.0091,48.9677,48.9677,97.9353
14.35,0.135,0.136448,0.00293282,-0.0282804,126.286,126.264,76.364,76.3856,98.0215,49.0107,48.9684,48.9684,97.9368
14.352,0.135,0.136454,0.00287701,-0.0279076,126.287,126.265,76.3632,76.3852,98.0247,49.0124,48.9691,48.9691,97.9382
14.354,0.135,0.13646,0.00282194,-0.0275349,126.288,126.265,76.3624,76.3849,98.0279,49.014,48.9699,48.9699,97.9397
14.356,0.135,0.136465,0.00276761,-0.0271623,126.288,126.266,76.3616,76.3845,98.0311,49.0155,48.9706,48.9706,97.9413
14.358,0.135,0.136471,0.00271403,-0.02679,126.289,126.266,76.3608,76.3841,98.0342,49.0171,48.9714,48.9714,97.9428
14.36,0.135,0.136476,0.0026612,-0.0264181,126.29,126.266,76.36,76.3837,98.0374,49.0187,48.9722,48.9722,97.9444
14.362,0.135,0.136481,0.0026091,-0.0260467,126.291,126.267,76.3592,76.3833,98.0404,49.0202,48.973,48.973,97.946
14.364,0.135,0.136486,0.00255775,-0.0256758,126.292,126.267,76.3584,76.3828,98.0435,49.0217,48.9738,48.9738,97.9476
14.366,0.135,0.136491,0.00250714,-0.0253056,126.292,126.268,76.3577,76.3824,98.0465,49.0233,48.9746,48.9746,97.9493
14.368,0.135,0.136496,0.00245727,-0.0249361,126.293,126.268,76.3569,76.382,98.0495,49.0247,48.9755,48.9755,97.9509
14.37,0.135,0.136501,0.00240813,-0.0245674,126.294,126.268,76.3562,76.3816,98.0524,49.0262,48.9763,48.9763,97.9526
14.372,0.135,0.136506,0.00235974,-0.0241997,126.295,126.269,76.3554,76.3811,98.0553,49.0277,48.9772,48.9772,97.9543
14.374,0.135,0.13651,0.00231207,-0.0238329,126.295,126.269,76.3547,76.3807,98.0582,49.0291,48.978,48.978,97.9561
14.376,0.135,0.136515,0.00226513,-0.0234673,126.296,126.27,76.354,76.3802,98.0611,49.0305,48.9789,48.9789,97.9578
14.378,0.135,0.136519,0.00221893,-0.0231028,126.297,126.27,76.3532,76.3798,98.0639,49.0319,48.9798,48.9798,97.9596
14.38,0.135,0.136524,0.00217345,-0.0227395,126.297,126.271,76.3525,76.3793,98.0666,49.0333,48.9807,48.9807,97.9614
14.382,0.135,0.136528,0.0021287,-0.0223776,126.298,126.271,76.3518,76.3789,98.0694,49.0347,48.9816,48.9816,97.9632
14.384,0.135,0.136532,0.00208466,-0.0220171,126.299,126.272,76.3512,76.3784,98.0721,49.036,48.9825,48.9825,97.965
14.386,0.135,0.136536,0.00204135,-0.021658,126.3,126.272,76.3505,76.378,98.0747,49.0374,48.9834,48.9834,97.9668
14.388,0.135,0.13654,0.00199874,-0.0213005,126.3,126.273,76.3498,76.3775,98.0773,49.0387,48.9843,48.9843,97.9686
14.39,0.135,0.136544,0.00195685,-0.0209447,126.301,126.273,76.3492,76.377,98.0799,49.04,48.9853,48.9853,97.9705
14.392,0.135,0.136548,0.00191567,-0.0205905,126.301,126.273,76.3485,76.3765,98.0825,49.0412,48.9862,48.9862,97.9724
14.394,0.135,0.136552,0.0018752,-0.0202381,126.302,126.274,76.3479,76.3761,98.085,49.0425,48.9871,48.9871,97.9742
14.396,0.135,0.136555,0.00183542,-0.0198875,126.303,126.274,76.3472,76.3756,98.0875,49.0437,48.9881,48.9881,97.9761
14.398,0.135,0.136559,0.00179635,-0.0195388,126.303,126.275,76.3466,76.3751,98.0899,49.0449,48.989,48.989,97.978
14.4,0.135,0.136563,0.00175796,-0.0191921,126.304,126.275,76.346,76.3746,98.0923,49.0461,48.99,48.99,97.9799
14.402,0.135,0.136566,0.00172027,-0.0188474,126.305,126.276,76.3454,76.3741,98.0946,49.0473,48.9909,48.9909,97.9818
14.404,0.135,0.136569,0.00168326,-0.0185048,126.305,126.276,76.3448,76.3736,98.0969,49.0485,48.9919,48.9919,97.9838
14.406,0.135,0.136573,0.00164693,-0.0181643,126.306,126.277,76.3442,76.3731,98.0992,49.0496,48.9928,48.9928,97.9857
14.408,0.135,0.136576,0.00161128,-0.017826,126.306,126.277,76.3437,76.3727,98.1015,49.0507,48.9938,48.9938,97.9876
14.41,0.135,0.136579,0.0015763,-0.01749,126.307,126.278,76.3431,76.3722,98.1037,49.0518,48.9948,48.9948,97.9896
14.412,0.135,0.136582,0.00154198,-0.0171563,126.307,126.278,76.3426,76.3717,98.1058,49.0529,48.9957,48.9957,97.9915
14.414,0.135,0.136585,0.00150833,-0.016825,126.308,126.279,76.342,76.3712,98.1079,49.054,48.9967,48.9967,97.9934
14.416,0.135,0.136588,0.00147534,-0.0164961,126.309,126.279,76.3415,76.3707,98.11,49.055,48.9977,48.9977,97.9954
14.418,0.135,0.136591,0.001443,-0.0161697,126.309,126.28,76.341,76.3702,98.1121,49.056,48.9987,48.9987,97.9973
14.42,0.135,0.136594,0.00141131,-0.0158458,126.31,126.28,76.3405,76.3697,98.1141,49.057,48.9996,48.9996,97.9993
14.422,0.135,0.136597,0.00138026,-0.0155244,126.31,126.281,76.34,76.3692,98.116,49.058,49.0006,49.0006,98.0012
14.424,0.135,0.136599,0.00134985,-0.0152057,126.311,126.281,76.3395,76.3687,98.1179,49.059,49.0016,49.0016,98.0032
14.426,0.135,0.136602,0.00132007,-0.0148896,126.311,126.282,76.339,76.3682,98.1198,49.0599,49.0025,49.0025,98.0051
14.428,0.135,0.136604,0.00129092,-0.0145762,126.311,126.282,76.3385,76.3677,98.1217,49.0608,49.0035,49.0035,98.007
14.43,0.135,0.136607,0.00126239,-0.0142656,126.312,126.283,76.3381,76.3672,98.1235,49.0617,49.0045,49.0045,98.009
14.432,0.135,0.136609,0.00123447,-0.0139577,126.312,126.283,76.3376,76.3667,98.1252,49.0626,49.0055,49.0055,98.0109
14.434,0.135,0.136612,0.00120717,-0.0136527,126.313,126.284,76.3372,76.3662,98.1269,49.0635,49.0064,49.0064,98.0129
14.436,0.135,0.136614,0.00118047,-0.0133505,126.313,126.284,76.3368,76.3657,98.1286,49.0643,49.0074,49.0074,98.0148
14.438,0.135,0.136617,0.00115436,-0.0130512,126.314,126.285,76.3363,76.3653,98.1303,49.0651,49.0084,49.0084,98.0167
14.44,0.135,0.136619,0.00112885,-0.0127548,126.314,126.285,76.3359,76.3648,98.1319,49.0659,49.0093,49.0093,98.0186
14.442,0.135,0.136621,0.00110393,-0.0124614,126.314,126.286,76.3355,76.3643,98.1334,49.0667,49.0103,49.0103,98.0205
14.444,0.135,0.136623,0.00107959,-0.012171,126.315,126.286,76.3351,76.3638,98.135,49.0675,49.0112,49.0112,98.0224
14.446,0.135,0.136625,0.00105582,-0.0118836,126.315,126.287,76.3348,76.3633,98.1365,49.0682,49.0122,49.0122,98.0243
14.448,0.135,0.136627,0.00103262,-0.0115993,126.316,126.287,76.3344,76.3628,98.1379,49.069,49.0131,49.0131,98.0262
14.45,0.135,0.136629,0.00100999,-0.011318,126.316,126.288,76.334,76.3623,98.1393,49.0697,49.0141,49.0141,98.0281
14.452,0.135,0.136631,0.000987907,-0.0110398,126.316,126.288,76.3337,76.3619,98.1407,49.0704,49.015,49.015,98.03
14.454,0.135,0.136633,0.000966377,-0.0107648,126.317,126.289,76.3333,76.3614,98.142,49.071,49.0159,49.0159,98.0319
14.456,0.135,0.136635,0.000945392,-0.0104929,126.317,126.289,76.333,76.3609,98.1433,49.0717,49.0169,49.0169,98.0337
14.458,0.135,0.136637,0.000924943,-0.0102242,126.317,126.29,76.3327,76.3604,98.1446,49.0723,49.0178,49.0178,98.0356
14.46,0.135,0.136639,0.000905026,-0.00995864,126.318,126.29,76.3324,76.36,98.1458,49.0729,49.0187,49.0187,98.0374
14.462,0.135,0.136641,0.000885633,-0.00969632,126.318,126.29,76.3321,76.3595,98.147,49.0735,49.0196,49.0196,98.0392
14.464,0.135,0.136642,0.000866759,-0.00943722,126.318,126.291,76.3318,76.3591,98.1482,49.0741,49.0205,49.0205,98.0411
14.466,0.135,0.136644,0.000848396,-0.00918137,126.319,126.291,76.3315,76.3586,98.1493,49.0746,49.0214,49.0214,98.0429
14.468,0.135,0.136646,0.000830539,-0.00892878,126.319,126.292,76.3312,76.3581,98.1503,49.0752,49.0223,49.0223,98.0446
14.47,0.135,0.136647,0.00081318,-0.00867946,126.319,126.292,76.331,76.3577,98.1514,49.0757,49.0232,49.0232,98.0464
14.472,0.135,0.136649,0.000796313,-0.00843343,126.319,126.293,76.3307,76.3572,98.1524,49.0762,49.0241,49.0241,98.0482
14.474,0.135,0.13665,0.000779931,-0.00819071,126.32,126.293,76.3305,76.3568,98.1533,49.0767,49.025,49.025,98.0499
14.476,0.135,0.136652,0.000764029,-0.00795129,126.32,126.294,76.3302,76.3563,98.1543,49.0771,49.0258,49.0258,98.0517
14.478,0.135,0.136653,0.000748598,-0.00771519,126.32,126.294,76.33,76.3559,98.1552,49.0776,49.0267,49.0267,98.0534
14.48,0.135,0.136655,0.000733634,-0.00748242,126.32,126.295,76.3298,76.3555,98.156,49.078,49.0276,49.0276,98.0551
14.482,0.135,0.136656,0.000719128,-0.00725298,126.32,126.295,76.3296,76.355,98.1569,49.0784,49.0284,49.0284,98.0568
14.484,0.135,0.136658,0.000705074,-0.00702689,126.321,126.295,76.3294,76.3546,98.1577,49.0788,49.0292,49.0292,98.0585
14.486,0.135,0.136659,0.000691466,-0.00680414,126.321,126.296,76.3292,76.3542,98.1584,49.0792,49.0301,49.0301,98.0602
14.488,0.135,0.136661,0.000678296,-0.00658474,126.321,126.296,76.329,76.3538,98.1591,49.0796,49.0309,49.0309,98.0618
14.49,0.135,0.136662,0.000665559,-0.00636869,126.321,126.297,76.3288,76.3533,98.1598,49.0799,49.0317,49.0317,98.0634
14.492,0.135,0.136663,0.000653247,-0.006156,126.321,126.297,76.3286,76.3529,98.1605,49.0802,49.0325,49.0325,98.0651
14.494,0.135,0.136664,0.000641353,-0.00594666,126.322,126.297,76.3285,76.3525,98.1611,49.0806,49.0333,49.0333,98.0667
14.496,0.135,0.136666,0.000629872,-0.00574067,126.322,126.298,76.3283,76.3521,98.1617,49.0809,49.0341,49.0341,98.0682
14.498,0.135,0.136667,0.000618796,-0.00553804,126.322,126.298,76.3282,76.3517,98.1623,49.0811,49.0349,49.0349,98.0698
14.5,0.135,0.136668,0.000608118,-0.00533876,126.322,126.299,76.328,76.3513,98.1628,49.0814,49.0357,49.0357,98.0714
14.502,0.135,0.136669,0.000597833,-0.00514283,126.322,126.299,76.3279,76.3509,98.1633,49.0816,49.0364,49.0364,98.0729
14.504,0.135,0.136671,0.000587932,-0.00495024,126.322,126.299,76.3278,76.3506,98.1638,49.0819,49.0372,49.0372,98.0744
14.506,0.135,0.136672,0.00057841,-0.00476099,126.322,126.3,76.3277,76.3502,98.1642,49.0821,49.038,49.038,98.0759
14.508,0.135,0.136673,0.00056926,-0.00457507,126.322,126.3,76.3276,76.3498,98.1646,49.0823,49.0387,49.0387,98.0774
14.51,0.135,0.136674,0.000560475,-0.00439248,126.323,126.301,76.3275,76.3494,98.165,49.0825,49.0394,49.0394,98.0788
14.512,0.135,0.136675,0.000552049,-0.0042132,126.323,126.301,76.3274,76.3491,98.1653,49.0827,49.0401,49.0401,98.0803
14.514,0.135,0.136676,0.000543974,-0.00403723,126.323,126.301,76.3273,76.3487,98.1656,49.0828,49.0409,49.0409,98.0817
14.516,0.135,0.136677,0.000536245,-0.00386456,126.323,126.302,76.3273,76.3483,98.1659,49.083,49.0416,49.0416,98.0831
14.518,0.135,0.136678,0.000528855,-0.00369517,126.323,126.302,76.3272,76.348,98.1662,49.0831,49.0422,49.0422,98.0845
14.52,0.135,0.136679,0.000521797,-0.00352906,126.323,126.302,76.3271,76.3476,98.1664,49.0832,49.0429,49.0429,98.0859
14.522,0.135,0.13668,0.000515064,-0.00336622,126.323,126.303,76.3271,76.3473,98.1666,49.0833,49.0436,49.0436,98.0872
14.524,0.135,0.136681,0.000508651,-0.00320662,126.323,126.303,76.327,76.347,98.1668,49.0834,49.0443,49.0443,98.0885
14.526,0.135,0.136682,0.000502551,-0.00305027,126.323,126.303,76.327,76.3466,98.167,49.0835,49.0449,49.0449,98.0898
14.528,0.135,0.136683,0.000496756,-0.00289713,126.323,126.304,76.327,76.3463,98.1671,49.0835,49.0456,49.0456,98.0911
14.53,0.135,0.136684,0.000491262,-0.00274721,126.323,126.304,76.3269,76.346,98.1672,49.0836,49.0462,49.0462,98.0924
14.532,0.135,0.136685,0.000486061,-0.00260047,126.323,126.304,76.3269,76.3457,98.1673,49.0836,49.0468,49.0468,98.0936
14.534,0.135,0.136686,0.000481147,-0.00245691,126.323,126.305,76.3269,76.3453,98.1673,49.0836,49.0474,49.0474,98.0949
14.536,0.135,0.136687,0.000476514,-0.00231651,126.323,126.305,76.3269,76.345,98.1673,49.0837,49.048,49.048,98.0961
14.538,0.135,0.136688,0.000472156,-0.00217925,126.323,126.305,76.3269,76.3447,98.1673,49.0837,49.0486,49.0486,98.0973
14.54,0.135,0.136689,0.000468065,-0.0020451,126.323,126.306,76.3269,76.3444,98.1673,49.0836,49.0492,49.0492,98.0984
14.542,0.135,0.13669,0.000464237,-0.00191406,126.323,126.306,76.3269,76.3441,98.1672,49.0836,49.0498,49.0498,98.0996
14.544,0.135,0.136691,0.000460665,-0.0017861,126.323,126.306,76.3269,76.3439,98.1672,49.0836,49.0504,49.0504,98.1007
14.546,0.135,0.136692,0.000457343,-0.00166121,126.323,126.306,76.327,76.3436,98.1671,49.0835,49.0509,49.0509,98.1018
14.548,0.135,0.136693,0.000454264,-0.00153935,126.323,126.307,76.327,76.3433,98.167,49.0835,49.0515,49.0515,98.1029
14.55,0.135,0.136694,0.000451423,-0.00142051,126.323,126.307,76.327,76.343,98.1668,49.0834,49.052,49.052,98.104
14.552,0.135,0.136695,0.000448814,-0.00130466,126.323,126.307,76.3271,76.3428,98.1667,49.0833,49.0525,49.0525,98.105
14.554,0.135,0.136695,0.00044643,-0.00119179,126.323,126.307,76.3271,76.3425,98.1665,49.0832,49.053,49.053,98.106
14.556,0.135,0.136696,0.000444266,-0.00108187,126.323,126.308,76.3272,76.3422,98.1663,49.0831,49.0535,49.0535,98.107
14.558,0.135,0.136697,0.000442317,-0.000974869,126.323,126.308,76.3272,76.342,98.166,49.083,49.054,49.054,98.108
14.56,0.135,0.136698,0.000440575,-0.000870773,126.323,126.308,76.3273,76.3418,98.1658,49.0829,49.0545,49.0545,98.109
14.562,0.135,0.136699,0.000439036,-0.000769554,126.323,126.308,76.3274,76.3415,98.1655,49.0828,49.055,49.055,98.1099
14.564,0.135,0.1367,0.000437694,-0.000671185,126.323,126.309,76.3274,76.3413,98.1653,49.0826,49.0554,49.0554,98.1108
14.566,0.135,0.136701,0.000436542,-0.000575642,126.323,126.309,76.3275,76.341,98.165,49.0825,49.0559,49.0559,98.1118
14.568,0.135,0.136702,0.000435576,-0.000482898,126.322,126.309,76.3276,76.3408,98.1646,49.0823,49.0563,49.0563,98.1126
14.57,0.135,0.136703,0.000434791,-0.000392927,126.322,126.309,76.3277,76.3406,98.1643,49.0821,49.0567,49.0567,98.1135
