t,theta_ref_deg,theta_deg,omega_degps,alpha,P_pos_sp,P_pos,P_neg_sp,P_neg,F_req,F_pos,F_neg,F_net,tau_act,tau_grav
20.886,10,8.45091,0.212636,-0.000531978,101.878,101.877,100.772,100.773,2.17239,1.08304,1.08304,2.16608,0.108304,0.108122
20.888,10,8.45133,0.212575,-0.000532234,101.878,101.877,100.772,100.773,2.1725,1.08309,1.08309,2.16619,0.108309,0.108127
20.89,10,8.45176,0.212514,-0.000532436,101.878,101.877,100.772,100.773,2.1726,1.08315,1.08315,2.1663,0.108315,0.108133
20.892,10,8.45218,0.212453,-0.000532582,101.878,101.877,100.772,100.773,2.17271,1.0832,1.0832,2.1664,0.10832,0.108138
20.894,10,8.45261,0.212392,-0.000532676,101.878,101.877,100.772,100.773,2.17281,1.08325,1.08325,2.16651,0.108325,0.108143
20.896,10,8.45303,0.212331,-0.000532717,101.878,101.877,100.772,100.773,2.17292,1.08331,1.08331,2.16662,0.108331,0.108149
20.898,10,8.45346,0.21227,-0.000532706,101.878,101.877,100.772,100.773,2.17302,1.08336,1.08336,2.16672,0.108336,0.108154
20.9,10,8.45388,0.212209,-0.000532644,101.878,101.877,100.772,100.773,2.17313,1.08341,1.08341,2.16683,0.108341,0.10816
20.902,10,8.4543,0.212148,-0.000532533,101.878,101.877,100.772,100.773,2.17324,1.08347,1.08347,2.16694,0.108347,0.108165
20.904,10,8.45473,0.212087,-0.000532374,101.878,101.877,100.772,100.773,2.17334,1.08352,1.08352,2.16704,0.108352,0.10817
20.906,10,8.45515,0.212026,-0.000532168,101.878,101.877,100.772,100.773,2.17345,1.08357,1.08357,2.16715,0.108357,0.108176
20.908,10,8.45558,0.211965,-0.000531916,101.878,101.877,100.772,100.773,2.17355,1.08363,1.08363,2.16726,0.108363,0.108181
20.91,10,8.456,0.211904,-0.00053162,101.879,101.877,100.771,100.773,2.17366,1.08368,1.08368,2.16736,0.108368,0.108187
20.912,10,8.45642,0.211843,-0.00053128,101.879,101.877,100.771,100.773,2.17376,1.08373,1.08373,2.16747,0.108373,0.108192
20.914,10,8.45685,0.211782,-0.000530899,101.879,101.877,100.771,100.773,2.17387,1.08379,1.08379,2.16758,0.108379,0.108197
20.916,10,8.45727,0.211721,-0.000530477,101.879,101.877,100.771,100.773,2.17397,1.08384,1.08384,2.16768,0.108384,0.108203
20.918,10,8.45769,0.211661,-0.000530016,101.879,101.877,100.771,100.773,2.17408,1.08389,1.08389,2.16779,0.108389,0.108208
20.92,10,8.45812,0.2116,-0.000529518,101.879,101.877,100.771,100.773,2.17418,1.08395,1.08395,2.1679,0.108395,0.108213
20.922,10,8.45854,0.211539,-0.000528983,101.879,101.877,100.771,100.773,2.17429,1.084,1.084,2.168,0.1084,0.108219
20.924,10,8.45896,0.211479,-0.000528413,101.879,101.877,100.771,100.773,2.17439,1.08405,1.08405,2.16811,0.108405,0.108224
20.926,10,8.45939,0.211418,-0.000527811,101.879,101.877,100.771,100.773,2.1745,1.08411,1.08411,2.16822,0.108411,0.10823
20.928,10,8.45981,0.211358,-0.000527176,101.879,101.877,100.771,100.773,2.1746,1.08416,1.08416,2.16832,0.108416,0.108235
20.93,10,8.46023,0.211298,-0.000526512,101.879,101.877,100.771,100.773,2.17471,1.08421,1.08421,2.16843,0.108421,0.10824
20.932,10,8.46065,0.211237,-0.000525818,101.879,101.877,100.771,100.773,2.17481,1.08427,1.08427,2.16853,0.108427,0.108246
20.934,10,8.46108,0.211177,-0.000525098,101.879,101.877,100.771,100.773,2.17492,1.08432,1.08432,2.16864,0.108432,0.108251
20.936,10,8.4615,0.211117,-0.000524352,101.879,101.877,100.771,100.773,2.17502,1.08437,1.08437,2.16875,0.108437,0.108256
20.938,10,8.46192,0.211057,-0.000523582,101.879,101.877,100.771,100.773,2.17513,1.08443,1.08443,2.16885,0.108443,0.108262
20.94,10,8.46234,0.210997,-0.000522789,101.879,101.877,100.771,100.773,2.17523,1.08448,1.08448,2.16896,0.108448,0.108267
20.942,10,8.46276,0.210937,-0.000521976,101.879,101.877,100.771,100.773,2.17534,1.08453,1.08453,2.16907,0.108453,0.108272
20.944,10,8.46319,0.210878,-0.000521143,101.879,101.877,100.771,100.773,2.17544,1.08459,1.08459,2.16917,0.108459,0.108278
20.946,10,8.46361,0.210818,-0.000520292,101.879,101.877,100.771,100.773,2.17554,1.08464,1.08464,2.16928,0.108464,0.108283
20.948,10,8.46403,0.210759,-0.000519424,101.879,101.877,100.771,100.773,2.17565,1.08469,1.08469,2.16938,0.108469,0.108289
20.95,10,8.46445,0.210699,-0.000518542,101.879,101.877,100.771,100.773,2.17575,1.08475,1.08475,2.16949,0.108475,0.108294
20.952,10,8.46487,0.21064,-0.000517647,101.879,101.877,100.771,100.773,2.17586,1.0848,1.0848,2.1696,0.10848,0.108299
20.954,10,8.46529,0.210581,-0.000516739,101.879,101.878,100.771,100.772,2.17596,1.08485,1.08485,2.1697,0.108485,0.108305
20.956,10,8.46571,0.210522,-0.000515821,101.879,101.878,100.771,100.772,2.17607,1.0849,1.0849,2.16981,0.10849,0.10831
20.958,10,8.46613,0.210463,-0.000514894,101.879,101.878,100.771,100.772,2.17617,1.08496,1.08496,2.16992,0.108496,0.108315
20.96,10,8.46656,0.210404,-0.00051396,101.879,101.878,100.771,100.772,2.17628,1.08501,1.08501,2.17002,0.108501,0.108321
20.962,10,8.46698,0.210345,-0.000513019,101.879,101.878,100.771,100.772,2.17638,1.08506,1.08506,2.17013,0.108506,0.108326
20.964,10,8.4674,0.210286,-0.000512074,101.879,101.878,100.771,100.772,2.17648,1.08512,1.08512,2.17023,0.108512,0.108331
20.966,10,8.46782,0.210228,-0.000511125,101.879,101.878,100.771,100.772,2.17659,1.08517,1.08517,2.17034,0.108517,0.108337
20.968,10,8.46824,0.210169,-0.000510174,101.879,101.878,100.771,100.772,2.17669,1.08522,1.08522,2.17045,0.108522,0.108342
20.97,10,8.46866,0.210111,-0.000509223,101.879,101.878,100.771,100.772,2.1768,1.08528,1.08528,2.17055,0.108528,0.108347
20.972,10,8.46908,0.210053,-0.000508271,101.879,101.878,100.771,100.772,2.1769,1.08533,1.08533,2.17066,0.108533,0.108353
20.974,10,8.4695,0.209994,-0.000507322,101.879,101.878,100.771,100.772,2.17701,1.08538,1.08538,2.17076,0.108538,0.108358
20.976,10,8.46992,0.209936,-0.000506376,101.879,101.878,100.771,100.772,2.17711,1.08543,1.08543,2.17087,0.108543,0.108363
20.978,10,8.47034,0.209878,-0.000505434,101.879,101.878,100.771,100.772,2.17721,1.08549,1.08549,2.17097,0.108549,0.108369
20.98,10,8.47076,0.209821,-0.000504497,101.879,101.878,100.771,100.772,2.17732,1.08554,1.08554,2.17108,0.108554,0.108374
20.982,10,8.47118,0.209763,-0.000503567,101.879,101.878,100.771,100.772,2.17742,1.08559,1.08559,2.17119,0.108559,0.108379
20.984,10,8.4716,0.209705,-0.000502644,101.88,101.878,100.77,100.772,2.17753,1.08565,1.08565,2.17129,0.108565,0.108385
20.986,10,8.47202,0.209648,-0.000501731,101.88,101.878,100.77,100.772,2.17763,1.0857,1.0857,2.1714,0.10857,0.10839
20.988,10,8.47243,0.20959,-0.000500826,101.88,101.878,100.77,100.772,2.17773,1.08575,1.08575,2.1715,0.108575,0.108395
20.99,10,8.47285,0.209533,-0.000499933,101.88,101.878,100.77,100.772,2.17784,1.0858,1.0858,2.17161,0.10858,0.108401
20.992,10,8.47327,0.209476,-0.000499051,101.88,101.878,100.77,100.772,2.17794,1.08586,1.08586,2.17171,0.108586,0.108406
20.994,10,8.47369,0.209419,-0.000498181,101.88,101.878,100.77,100.772,2.17805,1.08591,1.08591,2.17182,0.108591,0.108411
20.996,10,8.47411,0.209362,-0.000497325,101.88,101.878,100.77,100.772,2.17815,1.08596,1.08596,2.17192,0.108596,0.108417
20.998,10,8.47453,0.209305,-0.000496483,101.88,101.878,100.77,100.772,2.17825,1.08602,1.08602,2.17203,0.108602,0.108422
21,10,8.47495,0.209248,-0.000495656,101.88,101.878,100.77,100.772,2.17836,1.08607,1.08607,2.17214,0.108607,0.108427
21.002,10,8.47537,0.209191,-0.000494844,101.88,101.878,100.77,100.772,2.17846,1.08612,1.08612,2.17224,0.108612,0.108433
21.004,10,8.47578,0.209135,-0.00049405,101.88,101.878,100.77,100.772,2.17856,1.08617,1.08617,2.17235,0.108617,0.108438
21.006,10,8.4762,0.209078,-0.000493272,101.88,101.878,100.77,100.772,2.17867,1.08623,1.08623,2.17245,0.108623,0.108443
21.008,10,8.47662,0.209022,-0.000492512,101.88,101.878,100.77,100.772,2.17877,1.08628,1.08628,2.17256,0.108628,0.108449
21.01,10,8.47704,0.208966,-0.00049177,101.88,101.878,100.77,100.772,2.17888,1.08633,1.08633,2.17266,0.108633,0.108454
21.012,10,8.47746,0.208909,-0.000491048,101.88,101.878,100.77,100.772,2.17898,1.08638,1.08638,2.17277,0.108638,0.108459
21.014,10,8.47787,0.208853,-0.000490345,101.88,101.878,100.77,100.772,2.17908,1.08644,1.08644,2.17287,0.108644,0.108464
21.016,10,8.47829,0.208797,-0.000489661,101.88,101.878,100.77,100.772,2.17919,1.08649,1.08649,2.17298,0.108649,0.10847
21.018,10,8.47871,0.208741,-0.000488998,101.88,101.878,100.77,100.772,2.17929,1.08654,1.08654,2.17308,0.108654,0.108475
21.02,10,8.47913,0.208685,-0.000488356,101.88,101.878,100.77,100.772,2.17939,1.08659,1.08659,2.17319,0.108659,0.10848
21.022,10,8.47954,0.208629,-0.000487735,101.88,101.878,100.77,100.772,2.1795,1.08665,1.08665,2.17329,0.108665,0.108486
21.024,10,8.47996,0.208573,-0.000487135,101.88,101.878,100.77,100.772,2.1796,1.0867,1.0867,2.1734,0.10867,0.108491
21.026,10,8.48038,0.208518,-0.000486557,101.88,101.878,100.77,100.772,2.1797,1.08675,1.08675,2.1735,0.108675,0.108496
21.028,10,8.48079,0.208462,-0.000486001,101.88,101.879,100.77,100.771,2.17981,1.0868,1.0868,2.17361,0.10868,0.108502
21.03,10,8.48121,0.208406,-0.000485467,101.88,101.879,100.77,100.771,2.17991,1.08686,1.08686,2.17371,0.108686,0.108507
21.032,10,8.48163,0.208351,-0.000484955,101.88,101.879,100.77,100.771,2.18001,1.08691,1.08691,2.17382,0.108691,0.108512
21.034,10,8.48204,0.208295,-0.000484466,101.88,101.879,100.77,100.771,2.18012,1.08696,1.08696,2.17392,0.108696,0.108517
21.036,10,8.48246,0.20824,-0.000483999,101.88,101.879,100.77,100.771,2.18022,1.08701,1.08701,2.17403,0.108701,0.108523
21.038,10,8.48288,0.208184,-0.000483555,101.88,101.879,100.77,100.771,2.18032,1.08707,1.08707,2.17413,0.108707,0.108528
21.04,10,8.48329,0.208129,-0.000483133,101.88,101.879,100.77,100.771,2.18042,1.08712,1.08712,2.17424,0.108712,0.108533
21.042,10,8.48371,0.208074,-0.000482734,101.88,101.879,100.77,100.771,2.18053,1.08717,1.08717,2.17434,0.108717,0.108539
21.044,10,8.48413,0.208018,-0.000482358,101.88,101.879,100.77,100.771,2.18063,1.08722,1.08722,2.17445,0.108722,0.108544
21.046,10,8.48454,0.207963,-0.000482004,101.88,101.879,100.77,100.771,2.18073,1.08728,1.08728,2.17455,0.108728,0.108549
21.048,10,8.48496,0.207908,-0.000481672,101.88,101.879,100.77,100.771,2.18084,1.08733,1.08733,2.17466,0.108733,0.108554
21.05,10,8.48537,0.207853,-0.000481363,101.88,101.879,100.77,100.771,2.18094,1.08738,1.08738,2.17476,0.108738,0.10856
21.052,10,8.48579,0.207798,-0.000481075,101.88,101.879,100.77,100.771,2.18104,1.08743,1.08743,2.17487,0.108743,0.108565
21.054,10,8.4862,0.207742,-0.00048081,101.88,101.879,100.77,100.771,2.18115,1.08749,1.08749,2.17497,0.108749,0.10857
21.056,10,8.48662,0.207687,-0.000480566,101.88,101.879,100.77,100.771,2.18125,1.08754,1.08754,2.17508,0.108754,0.108576
21.058,10,8.48704,0.207632,-0.000480344,101.88,101.879,100.77,100.771,2.18135,1.08759,1.08759,2.17518,0.108759,0.108581
21.06,10,8.48745,0.207577,-0.000480143,101.881,101.879,100.769,100.771,2.18145,1.08764,1.08764,2.17529,0.108764,0.108586
21.062,10,8.48787,0.207522,-0.000479962,101.881,101.879,100.769,100.771,2.18156,1.08769,1.08769,2.17539,0.108769,0.108591
21.064,10,8.48828,0.207467,-0.000479803,101.881,101.879,100.769,100.771,2.18166,1.08775,1.08775,2.17549,0.108775,0.108597
21.066,10,8.4887,0.207412,-0.000479663,101.881,101.879,100.769,100.771,2.18176,1.0878,1.0878,2.1756,0.10878,0.108602
21.068,10,8.48911,0.207357,-0.000479543,101.881,101.879,100.769,100.771,2.18186,1.08785,1.08785,2.1757,0.108785,0.108607
21.07,10,8.48952,0.207303,-0.000479443,101.881,101.879,100.769,100.771,2.18197,1.0879,1.0879,2.17581,0.10879,0.108612
21.072,10,8.48994,0.207248,-0.000479361,101.881,101.879,100.769,100.771,2.18207,1.08796,1.08796,2.17591,0.108796,0.108618
21.074,10,8.49035,0.207193,-0.000479298,101.881,101.879,100.769,100.771,2.18217,1.08801,1.08801,2.17602,0.108801,0.108623
21.076,10,8.49077,0.207138,-0.000479254,101.881,101.879,100.769,100.771,2.18227,1.08806,1.08806,2.17612,0.108806,0.108628
21.078,10,8.49118,0.207083,-0.000479227,101.881,101.879,100.769,100.771,2.18238,1.08811,1.08811,2.17622,0.108811,0.108634
21.08,10,8.4916,0.207028,-0.000479217,101.881,101.879,100.769,100.771,2.18248,1.08816,1.08816,2.17633,0.108816,0.108639
21.082,10,8.49201,0.206973,-0.000479223,101.881,101.879,100.769,100.771,2.18258,1.08822,1.08822,2.17643,0.108822,0.108644
21.084,10,8.49242,0.206918,-0.000479246,101.881,101.879,100.769,100.771,2.18268,1.08827,1.08827,2.17654,0.108827,0.108649
21.086,10,8.49284,0.206863,-0.000479285,101.881,101.879,100.769,100.771,2.18279,1.08832,1.08832,2.17664,0.108832,0.108655
21.088,10,8.49325,0.206808,-0.000479339,101.881,101.879,100.769,100.771,2.18289,1.08837,1.08837,2.17675,0.108837,0.10866
21.09,10,8.49366,0.206753,-0.000479407,101.881,101.879,100.769,100.771,2.18299,1.08842,1.08842,2.17685,0.108842,0.108665
21.092,10,8.49408,0.206698,-0.000479489,101.881,101.879,100.769,100.771,2.18309,1.08848,1.08848,2.17695,0.108848,0.10867
21.094,10,8.49449,0.206643,-0.000479585,101.881,101.879,100.769,100.771,2.1832,1.08853,1.08853,2.17706,0.108853,0.108676
21.096,10,8.4949,0.206588,-0.000479694,101.881,101.879,100.769,100.771,2.1833,1.08858,1.08858,2.17716,0.108858,0.108681
21.098,10,8.49532,0.206533,-0.000479815,101.881,101.879,100.769,100.771,2.1834,1.08863,1.08863,2.17727,0.108863,0.108686
21.1,10,8.49573,0.206478,-0.000479948,101.881,101.879,100.769,100.771,2.1835,1.08868,1.08868,2.17737,0.108868,0.108691
21.102,10,8.49614,0.206423,-0.000480092,101.881,101.879,100.769,100.771,2.1836,1.08874,1.08874,2.17747,0.108874,0.108697
21.104,10,8.49656,0.206368,-0.000480246,101.881,101.88,100.769,100.77,2.18371,1.08879,1.08879,2.17758,0.108879,0.108702
21.106,10,8.49697,0.206313,-0.00048041,101.881,101.88,100.769,100.77,2.18381,1.08884,1.08884,2.17768,0.108884,0.108707
21.108,10,8.49738,0.206258,-0.000480584,101.881,101.88,100.769,100.77,2.18391,1.08889,1.08889,2.17779,0.108889,0.108712
21.11,10,8.49779,0.206203,-0.000480767,101.881,101.88,100.769,100.77,2.18401,1.08894,1.08894,2.17789,0.108894,0.108718
21.112,10,8.49821,0.206148,-0.000480957,101.881,101.88,100.769,100.77,2.18412,1.089,1.089,2.17799,0.1089,0.108723
21.114,10,8.49862,0.206093,-0.000481155,101.881,101.88,100.769,100.77,2.18422,1.08905,1.08905,2.1781,0.108905,0.108728
21.116,10,8.49903,0.206038,-0.000481361,101.881,101.88,100.769,100.77,2.18432,1.0891,1.0891,2.1782,0.10891,0.108733
21.118,10,8.49944,0.205983,-0.000481572,101.881,101.88,100.769,100.77,2.18442,1.08915,1.08915,2.1783,0.108915,0.108738
21.12,10,8.49985,0.205927,-0.00048179,101.881,101.88,100.769,100.77,2.18452,1.0892,1.0892,2.17841,0.10892,0.108744
21.122,10,8.50027,0.205872,-0.000482012,101.881,101.88,100.769,100.77,2.18462,1.08926,1.08926,2.17851,0.108926,0.108749
21.124,10,8.50068,0.205817,-0.000482239,101.881,101.88,100.769,100.77,2.18473,1.08931,1.08931,2.17861,0.108931,0.108754
21.126,10,8.50109,0.205762,-0.000482471,101.881,101.88,100.769,100.77,2.18483,1.08936,1.08936,2.17872,0.108936,0.108759
21.128,10,8.5015,0.205706,-0.000482705,101.881,101.88,100.769,100.77,2.18493,1.08941,1.08941,2.17882,0.108941,0.108765
21.13,10,8.50191,0.205651,-0.000482943,101.881,101.88,100.769,100.77,2.18503,1.08946,1.08946,2.17893,0.108946,0.10877
21.132,10,8.50232,0.205596,-0.000483183,101.881,101.88,100.769,100.77,2.18513,1.08951,1.08951,2.17903,0.108951,0.108775
21.134,10,8.50273,0.20554,-0.000483425,101.881,101.88,100.769,100.77,2.18524,1.08957,1.08957,2.17913,0.108957,0.10878
21.136,10,8.50314,0.205485,-0.000483668,101.881,101.88,100.769,100.77,2.18534,1.08962,1.08962,2.17924,0.108962,0.108785
21.138,10,8.50356,0.205429,-0.000483911,101.882,101.88,100.768,100.77,2.18544,1.08967,1.08967,2.17934,0.108967,0.108791
21.14,10,8.50397,0.205374,-0.000484155,101.882,101.88,100.768,100.77,2.18554,1.08972,1.08972,2.17944,0.108972,0.108796
21.142,10,8.50438,0.205318,-0.000484399,101.882,101.88,100.768,100.77,2.18564,1.08977,1.08977,2.17955,0.108977,0.108801
21.144,10,8.50479,0.205263,-0.000484642,101.882,101.88,100.768,100.77,2.18574,1.08982,1.08982,2.17965,0.108982,0.108806
21.146,10,8.5052,0.205207,-0.000484883,101.882,101.88,100.768,100.77,2.18585,1.08988,1.08988,2.17975,0.108988,0.108812
21.148,10,8.50561,0.205152,-0.000485123,101.882,101.88,100.768,100.77,2.18595,1.08993,1.08993,2.17986,0.108993,0.108817
21.15,10,8.50602,0.205096,-0.000485361,101.882,101.88,100.768,100.77,2.18605,1.08998,1.08998,2.17996,0.108998,0.108822
21.152,10,8.50643,0.20504,-0.000485596,101.882,101.88,100.768,100.77,2.18615,1.09003,1.09003,2.18006,0.109003,0.108827
21.154,10,8.50684,0.204985,-0.000485828,101.882,101.88,100.768,100.77,2.18625,1.09008,1.09008,2.18017,0.109008,0.108832
21.156,10,8.50725,0.204929,-0.000486056,101.882,101.88,100.768,100.77,2.18635,1.09013,1.09013,2.18027,0.109013,0.108838
21.158,10,8.50766,0.204873,-0.000486281,101.882,101.88,100.768,100.77,2.18645,1.09019,1.09019,2.18037,0.109019,0.108843
21.16,10,8.50807,0.204818,-0.000486501,101.882,101.88,100.768,100.77,2.18656,1.09024,1.09024,2.18047,0.109024,0.108848
21.162,10,8.50848,0.204762,-0.000486716,101.882,101.88,100.768,100.77,2.18666,1.09029,1.09029,2.18058,0.109029,0.108853
21.164,10,8.50889,0.204706,-0.000486927,101.882,101.88,100.768,100.77,2.18676,1.09034,1.09034,2.18068,0.109034,0.108858
21.166,10,8.5093,0.20465,-0.000487132,101.882,101.88,100.768,100.77,2.18686,1.09039,1.09039,2.18078,0.109039,0.108864
21.168,10,8.50971,0.204594,-0.000487331,101.882,101.88,100.768,100.77,2.18696,1.09044,1.09044,2.18089,0.109044,0.108869
21.17,10,8.51011,0.204538,-0.000487524,101.882,101.88,100.768,100.77,2.18706,1.09049,1.09049,2.18099,0.109049,0.108874
21.172,10,8.51052,0.204483,-0.00048771,101.882,101.88,100.768,100.77,2.18716,1.09055,1.09055,2.18109,0.109055,0.108879
21.174,10,8.51093,0.204427,-0.00048789,101.882,101.88,100.768,100.77,2.18727,1.0906,1.0906,2.1812,0.10906,0.108884
21.176,10,8.51134,0.204371,-0.000488064,101.882,101.88,100.768,100.77,2.18737,1.09065,1.09065,2.1813,0.109065,0.10889
21.178,10,8.51175,0.204315,-0.000488229,101.882,101.88,100.768,100.77,2.18747,1.0907,1.0907,2.1814,0.10907,0.108895
21.18,10,8.51216,0.204259,-0.000488388,101.882,101.881,100.768,100.769,2.18757,1.09075,1.09075,2.1815,0.109075,0.1089
21.182,10,8.51257,0.204203,-0.000488539,101.882,101.881,100.768,100.769,2.18767,1.0908,1.0908,2.18161,0.10908,0.108905
21.184,10,8.51297,0.204147,-0.000488681,101.882,101.881,100.768,100.769,2.18777,1.09085,1.09085,2.18171,0.109085,0.10891
21.186,10,8.51338,0.204091,-0.000488816,101.882,101.881,100.768,100.769,2.18787,1.09091,1.09091,2.18181,0.109091,0.108916
21.188,10,8.51379,0.204035,-0.000488943,101.882,101.881,100.768,100.769,2.18797,1.09096,1.09096,2.18191,0.109096,0.108921
21.19,10,8.5142,0.203979,-0.000489061,101.882,101.881,100.768,100.769,2.18807,1.09101,1.09101,2.18202,0.109101,0.108926
21.192,10,8.51461,0.203923,-0.00048917,101.882,101.881,100.768,100.769,2.18817,1.09106,1.09106,2.18212,0.109106,0.108931
21.194,10,8.51501,0.203867,-0.000489271,101.882,101.881,100.768,100.769,2.18828,1.09111,1.09111,2.18222,0.109111,0.108936
21.196,10,8.51542,0.203811,-0.000489363,101.882,101.881,100.768,100.769,2.18838,1.09116,1.09116,2.18233,0.109116,0.108941
21.198,10,8.51583,0.203754,-0.000489445,101.882,101.881,100.768,100.769,2.18848,1.09121,1.09121,2.18243,0.109121,0.108947
21.2,10,8.51624,0.203698,-0.000489519,101.882,101.881,100.768,100.769,2.18858,1.09127,1.09127,2.18253,0.109127,0.108952
21.202,10,8.51664,0.203642,-0.000489584,101.882,101.881,100.768,100.769,2.18868,1.09132,1.09132,2.18263,0.109132,0.108957
21.204,10,8.51705,0.203586,-0.00048964,101.882,101.881,100.768,100.769,2.18878,1.09137,1.09137,2.18274,0.109137,0.108962
21.206,10,8.51746,0.20353,-0.000489686,101.882,101.881,100.768,100.769,2.18888,1.09142,1.09142,2.18284,0.109142,0.108967
21.208,10,8.51787,0.203474,-0.000489723,101.882,101.881,100.768,100.769,2.18898,1.09147,1.09147,2.18294,0.109147,0.108972
21.21,10,8.51827,0.203418,-0.000489751,101.882,101.881,100.768,100.769,2.18908,1.09152,1.09152,2.18304,0.109152,0.108978
21.212,10,8.51868,0.203362,-0.00048977,101.882,101.881,100.768,100.769,2.18918,1.09157,1.09157,2.18314,0.109157,0.108983
21.214,10,8.51909,0.203306,-0.000489779,101.882,101.881,100.768,100.769,2.18928,1.09162,1.09162,2.18325,0.109162,0.108988
21.216,10,8.51949,0.203249,-0.000489779,101.883,101.881,100.767,100.769,2.18938,1.09167,1.09167,2.18335,0.109167,0.108993
21.218,10,8.5199,0.203193,-0.00048977,101.883,101.881,100.767,100.769,2.18949,1.09173,1.09173,2.18345,0.109173,0.108998
21.22,10,8.5203,0.203137,-0.000489752,101.883,101.881,100.767,100.769,2.18959,1.09178,1.09178,2.18355,0.109178,0.109003
21.222,10,8.52071,0.203081,-0.000489724,101.883,101.881,100.767,100.769,2.18969,1.09183,1.09183,2.18366,0.109183,0.109009
21.224,10,8.52112,0.203025,-0.000489688,101.883,101.881,100.767,100.769,2.18979,1.09188,1.09188,2.18376,0.109188,0.109014
21.226,10,8.52152,0.202969,-0.000489642,101.883,101.881,100.767,100.769,2.18989,1.09193,1.09193,2.18386,0.109193,0.109019
21.228,10,8.52193,0.202913,-0.000489588,101.883,101.881,100.767,100.769,2.18999,1.09198,1.09198,2.18396,0.109198,0.109024
21.23,10,8.52233,0.202857,-0.000489525,101.883,101.881,100.767,100.769,2.19009,1.09203,1.09203,2.18406,0.109203,0.109029
21.232,10,8.52274,0.202801,-0.000489453,101.883,101.881,100.767,100.769,2.19019,1.09208,1.09208,2.18417,0.109208,0.109034
21.234,10,8.52315,0.202744,-0.000489373,101.883,101.881,100.767,100.769,2.19029,1.09213,1.09213,2.18427,0.109213,0.10904
21.236,10,8.52355,0.202688,-0.000489284,101.883,101.881,100.767,100.769,2.19039,1.09219,1.09219,2.18437,0.109219,0.109045
21.238,10,8.52396,0.202632,-0.000489187,101.883,101.881,100.767,100.769,2.19049,1.09224,1.09224,2.18447,0.109224,0.10905
21.24,10,8.52436,0.202576,-0.000489082,101.883,101.881,100.767,100.769,2.19059,1.09229,1.09229,2.18457,0.109229,0.109055
21.242,10,8.52477,0.20252,-0.000488969,101.883,101.881,100.767,100.769,2.19069,1.09234,1.09234,2.18468,0.109234,0.10906
21.244,10,8.52517,0.202464,-0.000488848,101.883,101.881,100.767,100.769,2.19079,1.09239,1.09239,2.18478,0.109239,0.109065
21.246,10,8.52558,0.202408,-0.00048872,101.883,101.881,100.767,100.769,2.19089,1.09244,1.09244,2.18488,0.109244,0.10907
21.248,10,8.52598,0.202352,-0.000488584,101.883,101.881,100.767,100.769,2.19099,1.09249,1.09249,2.18498,0.109249,0.109076
21.25,10,8.52639,0.202296,-0.000488441,101.883,101.881,100.767,100.769,2.19109,1.09254,1.09254,2.18508,0.109254,0.109081
21.252,10,8.52679,0.20224,-0.000488291,101.883,101.881,100.767,100.769,2.19119,1.09259,1.09259,2.18519,0.109259,0.109086
21.254,10,8.52719,0.202184,-0.000488134,101.883,101.881,100.767,100.769,2.19129,1.09264,1.09264,2.18529,0.109264,0.109091
21.256,10,8.5276,0.202128,-0.00048797,101.883,101.882,100.767,100.768,2.19139,1.09269,1.09269,2.18539,0.109269,0.109096
21.258,10,8.528,0.202073,-0.0004878,101.883,101.882,100.767,100.768,2.19149,1.09275,1.09275,2.18549,0.109275,0.109101
21.26,10,8.52841,0.202017,-0.000487624,101.883,101.882,100.767,100.768,2.19159,1.0928,1.0928,2.18559,0.10928,0.109106
21.262,10,8.52881,0.201961,-0.000487442,101.883,101.882,100.767,100.768,2.19169,1.09285,1.09285,2.18569,0.109285,0.109112
21.264,10,8.52921,0.201905,-0.000487253,101.883,101.882,100.767,100.768,2.19179,1.0929,1.0929,2.1858,0.10929,0.109117
21.266,10,8.52962,0.201849,-0.00048706,101.883,101.882,100.767,100.768,2.19189,1.09295,1.09295,2.1859,0.109295,0.109122
21.268,10,8.53002,0.201793,-0.000486861,101.883,101.882,100.767,100.768,2.19199,1.093,1.093,2.186,0.1093,0.109127
21.27,10,8.53043,0.201738,-0.000486656,101.883,101.882,100.767,100.768,2.19209,1.09305,1.09305,2.1861,0.109305,0.109132
21.272,10,8.53083,0.201682,-0.000486447,101.883,101.882,100.767,100.768,2.19219,1.0931,1.0931,2.1862,0.10931,0.109137
21.274,10,8.53123,0.201626,-0.000486234,101.883,101.882,100.767,100.768,2.19229,1.09315,1.09315,2.1863,0.109315,0.109142
21.276,10,8.53163,0.20157,-0.000486016,101.883,101.882,100.767,100.768,2.19239,1.0932,1.0932,2.18641,0.10932,0.109147
21.278,10,8.53204,0.201515,-0.000485793,101.883,101.882,100.767,100.768,2.19249,1.09325,1.09325,2.18651,0.109325,0.109153
21.28,10,8.53244,0.201459,-0.000485567,101.883,101.882,100.767,100.768,2.19259,1.0933,1.0933,2.18661,0.10933,0.109158
21.282,10,8.53284,0.201404,-0.000485337,101.883,101.882,100.767,100.768,2.19269,1.09335,1.09335,2.18671,0.109335,0.109163
21.284,10,8.53325,0.201348,-0.000485104,101.883,101.882,100.767,100.768,2.19279,1.09341,1.09341,2.18681,0.109341,0.109168
21.286,10,8.53365,0.201292,-0.000484867,101.883,101.882,100.767,100.768,2.19289,1.09346,1.09346,2.18691,0.109346,0.109173
