t,theta_ref_deg,theta_deg,omega_degps,alpha,P_pos_sp,P_pos,P_neg_sp,P_neg,F_req,F_pos,F_neg,F_net,tau_act,tau_grav
11.104,10,8.80372,0.164199,-0.000379277,101.9,101.899,100.75,100.751,2.25974,1.12743,1.12743,2.25487,0.112743,0.112602
11.106,10,8.80405,0.164155,-0.000379476,101.9,101.899,100.75,100.751,2.25982,1.12747,1.12747,2.25495,0.112747,0.112607
11.108,10,8.80437,0.164112,-0.000379684,101.9,101.899,100.75,100.751,2.2599,1.12752,1.12752,2.25503,0.112752,0.112611
11.11,10,8.8047,0.164068,-0.0003799,101.9,101.899,100.75,100.751,2.25998,1.12756,1.12756,2.25511,0.112756,0.112615
11.112,10,8.80503,0.164025,-0.000380125,101.901,101.899,100.749,100.751,2.26006,1.1276,1.1276,2.2552,0.11276,0.112619
11.114,10,8.80536,0.163981,-0.000380357,101.901,101.899,100.749,100.751,2.26014,1.12764,1.12764,2.25528,0.112764,0.112623
11.116,10,8.80569,0.163937,-0.000380596,101.901,101.899,100.749,100.751,2.26022,1.12768,1.12768,2.25536,0.112768,0.112627
11.118,10,8.80601,0.163894,-0.00038084,101.901,101.899,100.749,100.751,2.26031,1.12772,1.12772,2.25544,0.112772,0.112631
11.12,10,8.80634,0.16385,-0.000381091,101.901,101.899,100.749,100.751,2.26039,1.12776,1.12776,2.25553,0.112776,0.112636
11.122,10,8.80667,0.163806,-0.000381346,101.901,101.899,100.749,100.751,2.26047,1.1278,1.1278,2.25561,0.11278,0.11264
11.124,10,8.807,0.163763,-0.000381606,101.901,101.899,100.749,100.751,2.26055,1.12784,1.12784,2.25569,0.112784,0.112644
11.126,10,8.80732,0.163719,-0.000381869,101.901,101.899,100.749,100.751,2.26063,1.12789,1.12789,2.25577,0.112789,0.112648
11.128,10,8.80765,0.163675,-0.000382136,101.901,101.899,100.749,100.751,2.26071,1.12793,1.12793,2.25585,0.112793,0.112652
11.13,10,8.80798,0.163631,-0.000382405,101.901,101.899,100.749,100.751,2.26079,1.12797,1.12797,2.25594,0.112797,0.112656
11.132,10,8.80831,0.163587,-0.000382677,101.901,101.899,100.749,100.751,2.26087,1.12801,1.12801,2.25602,0.112801,0.112661
11.134,10,8.80863,0.163543,-0.00038295,101.901,101.9,100.749,100.75,2.26095,1.12805,1.12805,2.2561,0.112805,0.112665
11.136,10,8.80896,0.1635,-0.000383224,101.901,101.9,100.749,100.75,2.26103,1.12809,1.12809,2.25618,0.112809,0.112669
11.138,10,8.80929,0.163456,-0.000383498,101.901,101.9,100.749,100.75,2.26111,1.12813,1.12813,2.25627,0.112813,0.112673
11.14,10,8.80961,0.163412,-0.000383772,101.901,101.9,100.749,100.75,2.2612,1.12817,1.12817,2.25635,0.112817,0.112677
11.142,10,8.80994,0.163368,-0.000384046,101.901,101.9,100.749,100.75,2.26128,1.12822,1.12822,2.25643,0.112822,0.112681
11.144,10,8.81027,0.163324,-0.000384319,101.901,101.9,100.749,100.75,2.26136,1.12826,1.12826,2.25651,0.112826,0.112685
11.146,10,8.81059,0.16328,-0.00038459,101.901,101.9,100.749,100.75,2.26144,1.1283,1.1283,2.25659,0.11283,0.11269
11.148,10,8.81092,0.163235,-0.00038486,101.901,101.9,100.749,100.75,2.26152,1.12834,1.12834,2.25668,0.112834,0.112694
11.15,10,8.81125,0.163191,-0.000385126,101.901,101.9,100.749,100.75,2.2616,1.12838,1.12838,2.25676,0.112838,0.112698
11.152,10,8.81157,0.163147,-0.00038539,101.901,101.9,100.749,100.75,2.26168,1.12842,1.12842,2.25684,0.112842,0.112702
11.154,10,8.8119,0.163103,-0.000385651,101.901,101.9,100.749,100.75,2.26176,1.12846,1.12846,2.25692,0.112846,0.112706
11.156,10,8.81223,0.163059,-0.000385908,101.901,101.9,100.749,100.75,2.26184,1.1285,1.1285,2.257,0.11285,0.11271
11.158,10,8.81255,0.163014,-0.00038616,101.901,101.9,100.749,100.75,2.26192,1.12854,1.12854,2.25709,0.112854,0.112714
11.16,10,8.81288,0.16297,-0.000386408,101.901,101.9,100.749,100.75,2.262,1.12858,1.12858,2.25717,0.112858,0.112719
11.162,10,8.8132,0.162926,-0.000386652,101.901,101.9,100.749,100.75,2.26208,1.12863,1.12863,2.25725,0.112863,0.112723
11.164,10,8.81353,0.162882,-0.000386889,101.901,101.9,100.749,100.75,2.26216,1.12867,1.12867,2.25733,0.112867,0.112727
11.166,10,8.81386,0.162837,-0.000387122,101.901,101.9,100.749,100.75,2.26224,1.12871,1.12871,2.25741,0.112871,0.112731
11.168,10,8.81418,0.162793,-0.000387348,101.901,101.9,100.749,100.75,2.26233,1.12875,1.12875,2.2575,0.112875,0.112735
11.17,10,8.81451,0.162748,-0.000387568,101.901,101.9,100.749,100.75,2.26241,1.12879,1.12879,2.25758,0.112879,0.112739
11.172,10,8.81483,0.162704,-0.000387781,101.901,101.9,100.749,100.75,2.26249,1.12883,1.12883,2.25766,0.112883,0.112743
11.174,10,8.81516,0.162659,-0.000387987,101.901,101.9,100.749,100.75,2.26257,1.12887,1.12887,2.25774,0.112887,0.112748
11.176,10,8.81548,0.162615,-0.000388187,101.901,101.9,100.749,100.75,2.26265,1.12891,1.12891,2.25782,0.112891,0.112752
11.178,10,8.81581,0.16257,-0.000388379,101.901,101.9,100.749,100.75,2.26273,1.12895,1.12895,2.2579,0.112895,0.112756
11.18,10,8.81613,0.162526,-0.000388563,101.901,101.9,100.749,100.75,2.26281,1.12899,1.12899,2.25799,0.112899,0.11276
11.182,10,8.81646,0.162481,-0.000388739,101.901,101.9,100.749,100.75,2.26289,1.12903,1.12903,2.25807,0.112903,0.112764
11.184,10,8.81678,0.162437,-0.000388908,101.901,101.9,100.749,100.75,2.26297,1.12907,1.12907,2.25815,0.112907,0.112768
11.186,10,8.81711,0.162392,-0.000389068,101.901,101.9,100.749,100.75,2.26305,1.12912,1.12912,2.25823,0.112912,0.112772
11.188,10,8.81743,0.162348,-0.000389219,101.901,101.9,100.749,100.75,2.26313,1.12916,1.12916,2.25831,0.112916,0.112776
11.19,10,8.81776,0.162303,-0.000389362,101.901,101.9,100.749,100.75,2.26321,1.1292,1.1292,2.25839,0.11292,0.112781
11.192,10,8.81808,0.162258,-0.000389496,101.901,101.9,100.749,100.75,2.26329,1.12924,1.12924,2.25848,0.112924,0.112785
11.194,10,8.81841,0.162214,-0.000389622,101.901,101.9,100.749,100.75,2.26337,1.12928,1.12928,2.25856,0.112928,0.112789
11.196,10,8.81873,0.162169,-0.000389738,101.901,101.9,100.749,100.75,2.26345,1.12932,1.12932,2.25864,0.112932,0.112793
11.198,10,8.81905,0.162124,-0.000389846,101.901,101.9,100.749,100.75,2.26353,1.12936,1.12936,2.25872,0.112936,0.112797
11.2,10,8.81938,0.16208,-0.000389944,101.901,101.9,100.749,100.75,2.26361,1.1294,1.1294,2.2588,0.11294,0.112801
11.202,10,8.8197,0.162035,-0.000390033,101.901,101.9,100.749,100.75,2.26369,1.12944,1.12944,2.25888,0.112944,0.112805
11.204,10,8.82003,0.16199,-0.000390112,101.901,101.9,100.749,100.75,2.26377,1.12948,1.12948,2.25897,0.112948,0.112809
11.206,10,8.82035,0.161946,-0.000390183,101.901,101.9,100.749,100.75,2.26385,1.12952,1.12952,2.25905,0.112952,0.112813
11.208,10,8.82067,0.161901,-0.000390244,101.902,101.9,100.748,100.75,2.26393,1.12956,1.12956,2.25913,0.112956,0.112818
11.21,10,8.821,0.161856,-0.000390295,101.902,101.9,100.748,100.75,2.26401,1.1296,1.1296,2.25921,0.11296,0.112822
11.212,10,8.82132,0.161811,-0.000390337,101.902,101.9,100.748,100.75,2.26409,1.12965,1.12965,2.25929,0.112965,0.112826
11.214,10,8.82164,0.161767,-0.00039037,101.902,101.9,100.748,100.75,2.26417,1.12969,1.12969,2.25937,0.112969,0.11283
11.216,10,8.82197,0.161722,-0.000390394,101.902,101.9,100.748,100.75,2.26425,1.12973,1.12973,2.25945,0.112973,0.112834
11.218,10,8.82229,0.161677,-0.000390408,101.902,101.9,100.748,100.75,2.26433,1.12977,1.12977,2.25953,0.112977,0.112838
11.22,10,8.82261,0.161633,-0.000390413,101.902,101.9,100.748,100.75,2.26441,1.12981,1.12981,2.25962,0.112981,0.112842
11.222,10,8.82294,0.161588,-0.000390409,101.902,101.9,100.748,100.75,2.26449,1.12985,1.12985,2.2597,0.112985,0.112846
11.224,10,8.82326,0.161543,-0.000390396,101.902,101.9,100.748,100.75,2.26457,1.12989,1.12989,2.25978,0.112989,0.11285
11.226,10,8.82358,0.161498,-0.000390374,101.902,101.9,100.748,100.75,2.26465,1.12993,1.12993,2.25986,0.112993,0.112855
11.228,10,8.82391,0.161454,-0.000390343,101.902,101.9,100.748,100.75,2.26473,1.12997,1.12997,2.25994,0.112997,0.112859
11.23,10,8.82423,0.161409,-0.000390303,101.902,101.901,100.748,100.749,2.26481,1.13001,1.13001,2.26002,0.113001,0.112863
11.232,10,8.82455,0.161364,-0.000390254,101.902,101.901,100.748,100.749,2.26489,1.13005,1.13005,2.2601,0.113005,0.112867
11.234,10,8.82488,0.161319,-0.000390197,101.902,101.901,100.748,100.749,2.26497,1.13009,1.13009,2.26018,0.113009,0.112871
11.236,10,8.8252,0.161275,-0.000390131,101.902,101.901,100.748,100.749,2.26505,1.13013,1.13013,2.26027,0.113013,0.112875
11.238,10,8.82552,0.16123,-0.000390058,101.902,101.901,100.748,100.749,2.26513,1.13017,1.13017,2.26035,0.113017,0.112879
11.24,10,8.82584,0.161185,-0.000389976,101.902,101.901,100.748,100.749,2.26521,1.13021,1.13021,2.26043,0.113021,0.112883
11.242,10,8.82616,0.161141,-0.000389886,101.902,101.901,100.748,100.749,2.26529,1.13025,1.13025,2.26051,0.113025,0.112887
11.244,10,8.82649,0.161096,-0.000389788,101.902,101.901,100.748,100.749,2.26537,1.13029,1.13029,2.26059,0.113029,0.112891
11.246,10,8.82681,0.161051,-0.000389683,101.902,101.901,100.748,100.749,2.26545,1.13034,1.13034,2.26067,0.113034,0.112895
11.248,10,8.82713,0.161007,-0.00038957,101.902,101.901,100.748,100.749,2.26553,1.13038,1.13038,2.26075,0.113038,0.1129
11.25,10,8.82745,0.160962,-0.00038945,101.902,101.901,100.748,100.749,2.26561,1.13042,1.13042,2.26083,0.113042,0.112904
11.252,10,8.82777,0.160917,-0.000389323,101.902,101.901,100.748,100.749,2.26569,1.13046,1.13046,2.26091,0.113046,0.112908
11.254,10,8.8281,0.160873,-0.000389189,101.902,101.901,100.748,100.749,2.26577,1.1305,1.1305,2.26099,0.11305,0.112912
11.256,10,8.82842,0.160828,-0.000389049,101.902,101.901,100.748,100.749,2.26585,1.13054,1.13054,2.26108,0.113054,0.112916
11.258,10,8.82874,0.160784,-0.000388902,101.902,101.901,100.748,100.749,2.26593,1.13058,1.13058,2.26116,0.113058,0.11292
11.26,10,8.82906,0.160739,-0.000388749,101.902,101.901,100.748,100.749,2.26601,1.13062,1.13062,2.26124,0.113062,0.112924
11.262,10,8.82938,0.160695,-0.00038859,101.902,101.901,100.748,100.749,2.26609,1.13066,1.13066,2.26132,0.113066,0.112928
11.264,10,8.8297,0.16065,-0.000388426,101.902,101.901,100.748,100.749,2.26617,1.1307,1.1307,2.2614,0.11307,0.112932
11.266,10,8.83003,0.160606,-0.000388255,101.902,101.901,100.748,100.749,2.26625,1.13074,1.13074,2.26148,0.113074,0.112936
11.268,10,8.83035,0.160561,-0.00038808,101.902,101.901,100.748,100.749,2.26633,1.13078,1.13078,2.26156,0.113078,0.11294
11.27,10,8.83067,0.160517,-0.000387899,101.902,101.901,100.748,100.749,2.26641,1.13082,1.13082,2.26164,0.113082,0.112944
11.272,10,8.83099,0.160472,-0.000387714,101.902,101.901,100.748,100.749,2.26648,1.13086,1.13086,2.26172,0.113086,0.112948
11.274,10,8.83131,0.160428,-0.000387524,101.902,101.901,100.748,100.749,2.26656,1.1309,1.1309,2.2618,0.11309,0.112953
11.276,10,8.83163,0.160383,-0.00038733,101.902,101.901,100.748,100.749,2.26664,1.13094,1.13094,2.26188,0.113094,0.112957
11.278,10,8.83195,0.160339,-0.000387132,101.902,101.901,100.748,100.749,2.26672,1.13098,1.13098,2.26196,0.113098,0.112961
11.28,10,8.83227,0.160295,-0.000386929,101.902,101.901,100.748,100.749,2.2668,1.13102,1.13102,2.26204,0.113102,0.112965
11.282,10,8.83259,0.16025,-0.000386724,101.902,101.901,100.748,100.749,2.26688,1.13106,1.13106,2.26213,0.113106,0.112969
11.284,10,8.83291,0.160206,-0.000386514,101.902,101.901,100.748,100.749,2.26696,1.1311,1.1311,2.26221,0.11311,0.112973
11.286,10,8.83323,0.160162,-0.000386302,101.902,101.901,100.748,100.749,2.26704,1.13114,1.13114,2.26229,0.113114,0.112977
11.288,10,8.83355,0.160118,-0.000386087,101.902,101.901,100.748,100.749,2.26712,1.13118,1.13118,2.26237,0.113118,0.112981
11.29,10,8.83387,0.160073,-0.000385869,101.902,101.901,100.748,100.749,2.2672,1.13122,1.13122,2.26245,0.113122,0.112985
11.292,10,8.83419,0.160029,-0.000385649,101.902,101.901,100.748,100.749,2.26728,1.13126,1.13126,2.26253,0.113126,0.112989
11.294,10,8.83451,0.159985,-0.000385426,101.902,101.901,100.748,100.749,2.26736,1.1313,1.1313,2.26261,0.11313,0.112993
11.296,10,8.83483,0.159941,-0.000385202,101.902,101.901,100.748,100.749,2.26744,1.13134,1.13134,2.26269,0.113134,0.112997
11.298,10,8.83515,0.159897,-0.000384976,101.902,101.901,100.748,100.749,2.26752,1.13138,1.13138,2.26277,0.113138,0.113001
11.3,10,8.83547,0.159853,-0.000384748,101.902,101.901,100.748,100.749,2.26759,1.13142,1.13142,2.26285,0.113142,0.113005
11.302,10,8.83579,0.159809,-0.000384519,101.902,101.901,100.748,100.749,2.26767,1.13147,1.13147,2.26293,0.113147,0.113009
11.304,10,8.83611,0.159765,-0.000384289,101.902,101.901,100.748,100.749,2.26775,1.13151,1.13151,2.26301,0.113151,0.113014
11.306,10,8.83643,0.159721,-0.000384058,101.902,101.901,100.748,100.749,2.26783,1.13155,1.13155,2.26309,0.113155,0.113018
11.308,10,8.83675,0.159677,-0.000383827,101.903,101.901,100.747,100.749,2.26791,1.13159,1.13159,2.26317,0.113159,0.113022
11.31,10,8.83707,0.159633,-0.000383595,101.903,101.901,100.747,100.749,2.26799,1.13163,1.13163,2.26325,0.113163,0.113026
11.312,10,8.83739,0.159589,-0.000383363,101.903,101.901,100.747,100.749,2.26807,1.13167,1.13167,2.26333,0.113167,0.11303
